solute_smiles,solvent_smiles,T,ln_x2_true,logS_true,pred_grounded_a,pred_nrtl,pred_directgnn,pred_oracle
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCCCO,303.149994,-4.373027324676514,-0.8573826405228364,-4.326828956604004,-3.4526400566101074,-5.46646785736084,-4.9394636154174805
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCCCO,308.149994,-4.217733383178711,-0.7890063117401674,-4.111828804016113,-3.27207612991333,-5.3132805824279785,-4.712921619415283
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCCCO,313.149994,-4.070432662963867,-0.72400263307746,-3.90384578704834,-3.093794345855713,-5.173170566558838,-4.49246883392334
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCCCO,318.149994,-3.926933526992798,-0.6605163901461213,-3.7025129795074463,-2.9177849292755127,-5.05098295211792,-4.277650356292725
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCO,273.149994,-6.29094934463501,-1.499620392027399,-5.970523357391357,-5.552516937255859,-6.448302268981934,-6.869978904724121
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCO,278.149994,-6.0571770668029785,-1.3978820006339208,-5.709004878997803,-5.3401713371276855,-6.377717018127441,-6.602957725524902
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCO,283.149994,-5.836513996124268,-1.3017975623127567,-5.456538677215576,-5.130006790161133,-6.298494815826416,-6.34446907043457
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCO,288.149994,-5.616321086883545,-1.2058557120900923,-5.212793827056885,-4.92246150970459,-6.209837913513184,-6.09397029876709
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCO,293.149994,-5.390432834625244,-1.1073516235255254,-4.977180480957031,-4.7178215980529785,-6.088642120361328,-5.85092830657959
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCO,298.149994,-5.174154758453369,-1.012942633762806,-4.749245643615723,-4.516218185424805,-5.944161891937256,-5.614826679229736
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCO,303.149994,-4.968869686126709,-0.9232246641171034,-4.5287766456604,-4.317694664001465,-5.795283794403076,-5.385138511657715
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCO,308.149994,-4.7687482833862305,-0.8356390248419889,-4.315357208251953,-4.122110843658447,-5.645144462585449,-5.161362648010254
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCO,313.149994,-4.58438777923584,-0.7548186776788437,-4.108449935913086,-3.9292116165161137,-5.503863334655762,-4.942984104156494
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCO,318.149994,-4.382026672363281,-0.6659284077710559,-3.9075987339019775,-3.7386014461517334,-5.379220008850098,-4.729489326477051
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCOC(C)=O,273.149994,-3.671432495117187,-0.5767488828761175,-5.56606912612915,-3.506537675857544,-5.618610858917236,-5.4299211502075195
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCOC(C)=O,278.149994,-3.5346145629882812,-0.5156642173422317,-5.306596755981445,-3.3735365867614746,-5.540929317474365,-5.175657749176025
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCOC(C)=O,283.149994,-3.4158034324645996,-0.4624158445622666,-5.056253433227539,-3.238881349563598,-5.456936359405518,-4.930484294891357
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCOC(C)=O,288.149994,-3.3129117488861084,-0.416129002686315,-4.814568519592285,-3.1030588150024414,-5.371214389801025,-4.693958759307861
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCOC(C)=O,293.149994,-3.194915294647217,-0.36282370533929337,-4.5810980796813965,-2.9664859771728516,-5.259660243988037,-4.46566915512085
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCOC(C)=O,298.149994,-3.1030948162078857,-0.32115868185322144,-4.355429172515869,-2.8295183181762695,-5.139668941497803,-4.245231628417969
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCOC(C)=O,303.149994,-3.0076024532318115,-0.277635818580704,-4.137182235717773,-2.692437171936035,-5.031037330627441,-4.032286167144775
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCOC(C)=O,308.149994,-2.904247522354126,-0.2302844070981025,-3.9260025024414062,-2.555476427078247,-4.929111003875732,-3.8264875411987305
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCOC(C)=O,313.149994,-2.8152456283569336,-0.1892817389553796,-3.7215402126312256,-2.4188191890716553,-4.8326640129089355,-3.6275203227996826
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CCOC(C)=O,318.149994,-2.7400052547454834,-0.15443788089288016,-3.5234901905059814,-2.2825841903686523,-4.740816593170166,-3.4350647926330566
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CO,273.149994,-6.739701747894287,-1.5366159752380237,-5.5214056968688965,-5.690285682678223,-6.578219890594482,-7.910844326019287
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CO,278.149994,-6.517065525054932,-1.4397980046437862,-5.283680438995361,-5.465556621551514,-6.5071187019348145,-7.64683723449707
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CO,283.149994,-6.284494400024414,-1.3386252951209536,-5.054372787475586,-5.244065761566162,-6.4386467933654785,-7.390903472900391
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CO,288.149994,-6.0657572746276855,-1.243430514905991,-4.8331170082092285,-5.026174545288086,-6.372045993804932,-7.142568588256836
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CO,293.149994,-5.855885028839111,-1.1520481569265744,-4.61940336227417,-4.812095642089844,-6.27742862701416,-6.901345252990723
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CO,298.149994,-5.61549711227417,-1.0473100283484942,-4.412790298461914,-4.601894855499268,-6.164167881011963,-6.66677188873291
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CO,303.149994,-5.432992458343506,-0.9677313903271593,-4.21281623840332,-4.395517826080322,-6.052718639373779,-6.438353538513184
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CO,308.149994,-5.270896911621094,-0.8969986208698668,-4.019192218780518,-4.192770481109619,-5.934776782989502,-6.215631484985352
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CO,313.149994,-5.078700065612793,-0.8130529409088488,-3.831412315368652,-3.993324041366577,-5.814520359039307,-5.998139381408691
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,CO,318.149994,-4.920840263366699,-0.7440296278256285,-3.649048805236816,-3.7967028617858887,-5.6993584632873535,-5.785390377044678
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,C1CCCCC1,291.950012,-6.155867576599121,-1.7089291231084964,-7.851508140563965,-7.311123371124268,-5.843817234039307,-8.763739585876465
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,C1CCCCC1,300.25,-5.763532638549805,-1.53809651139534,-7.362678527832031,-6.722849369049072,-5.463607311248779,-8.215972900390625
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,C1CCCCC1,302.75,-5.617971897125244,-1.4746658856756885,-7.220332622528076,-6.550013065338135,-5.3548455238342285,-8.056774139404297
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,C1CCCCC1,305.75,-5.458016872406006,-1.4049236114657142,-7.052332401275635,-6.345117568969727,-5.2286601066589355,-7.869070053100586
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,C1CCCCC1,309.25,-5.317907810211182,-1.343795353878241,-6.86007022857666,-6.109264850616455,-5.086411952972412,-7.654506683349609
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,C1CCCCC1,312.950012,-5.1602959632873535,-1.2749799494125578,-6.661007881164551,-5.86392068862915,-4.943593502044678,-7.432631969451904
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,C1CCCCC1,315.899994,-5.017810821533203,-1.212715319872405,-6.505229473114014,-5.6707916259765625,-4.8311848640441895,-7.25921106338501
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,C1CCCCC1,320.149994,-4.870830059051514,-1.1484239717340916,-6.285151481628418,-5.396341323852539,-4.665926456451416,-7.0145063400268555
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,C1CCCCC1,322.950012,-4.734709739685059,-1.088818099768171,-6.142820358276367,-5.217806816101074,-4.6083760261535645,-6.856449127197266
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,C1CCCCC1,327.850006,-4.490057468414307,-0.9814987759205965,-5.898523807525635,-4.909322261810303,-4.505380630493164,-6.585508346557617
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,C1CCCCC1,332.25,-4.305806636810303,-0.9004814747546707,-5.683967590332031,-4.63608980178833,-4.407118320465088,-6.3479509353637695
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,C1CCCCC1,336.450012,-4.125216007232666,-0.8208749428770875,-5.483063220977783,-4.3780198097229,-4.295769691467285,-6.125845909118652
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,C1CCCCC1,340.350006,-3.963842868804931,-0.7495404405698699,-5.299622535705566,-4.1401047706604,-4.171289920806885,-5.923333644866943
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CC(C)=O,278.549988,-5.456609725952148,-1.2371634364057968,-6.26777982711792,-4.392467975616455,-6.033608913421631,-6.06946325302124
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CC(C)=O,281.350006,-5.339972972869873,-1.1862783869749556,-6.117606163024902,-4.281025409698486,-5.984391689300537,-5.925754070281982
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CC(C)=O,284.75,-5.224509239196777,-1.1358768892783224,-5.939223766326904,-4.145682334899902,-5.924625873565674,-5.755030632019043
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CC(C)=O,288.649994,-5.07998514175415,-1.0727452454208255,-5.739792346954346,-3.99066162109375,-5.857105731964111,-5.56414270401001
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CC(C)=O,291.75,-4.993483066558838,-1.034932201006496,-5.585085868835449,-3.8677961826324463,-5.790171146392822,-5.416047096252441
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CC(C)=O,293.950012,-4.918648719787598,-1.002201560182532,-5.477281093597412,-3.7808713912963863,-5.735998630523682,-5.312842845916748
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CC(C)=O,296.75,-4.82806396484375,-0.9625578140443684,-5.342392921447754,-3.670639753341675,-5.66906213760376,-5.183708190917969
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CC(C)=O,299.049988,-4.739158630371094,-0.9236208727088178,-5.233489036560059,-3.5804781913757324,-5.616015434265137,-5.079445838928223
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CC(C)=O,301.549988,-4.651528358459473,-0.8852124490606271,-5.117010116577148,-3.4829208850860596,-5.560517311096191,-4.967929840087891
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CC(C)=O,304.25,-4.55714225769043,-0.843806524292018,-4.9933762550354,-3.37813138961792,-5.503324031829834,-4.849560737609863
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CCO,285.0,-6.882087707519531,-1.756708200452646,-6.643960952758789,-6.080411911010742,-6.537001132965088,-7.438464641571045
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CCO,289.850006,-6.660895347595215,-1.6605351409675737,-6.390129089355469,-5.832974910736084,-6.442823886871338,-7.181206226348877
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CCO,292.600006,-6.545893669128418,-1.6105227043624657,-6.249810695648193,-5.69476318359375,-6.369162559509277,-7.038853168487549
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CCO,294.950012,-6.424095153808594,-1.557545378748681,-6.131898403167725,-5.577794551849365,-6.305084228515625,-6.91914701461792
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CCO,297.649994,-6.294734001159668,-1.5012670930420509,-5.998626232147217,-5.444642066955566,-6.231661319732666,-6.783748626708984
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CCO,300.950012,-6.165341854095459,-1.4449618336004297,-5.8389458656311035,-5.283599376678467,-6.142733097076416,-6.621238708496094
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CCO,304.549988,-6.032703399658203,-1.3872279732544046,-5.668529987335205,-5.109903812408447,-6.0480875968933105,-6.447575569152832
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CCO,307.549988,-5.888185977935791,-1.3243024423278154,-5.529502868652344,-4.966601371765137,-5.968216419219971,-6.305600643157959
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CCO,310.549988,-5.747420787811279,-1.2629863835231405,-5.393011569976807,-4.824484825134277,-5.895730495452881,-6.166036605834961
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CCO,314.149994,-5.595376491546631,-1.196726025836794,-5.2324299812316895,-4.655331134796143,-5.814895153045654,-6.001587867736816
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CCO,317.549988,-5.444268226623535,-1.1308362958220355,-5.083867073059082,-4.496756553649902,-5.74437952041626,-5.849185943603516
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CCO,321.350006,-5.292932033538818,-1.0648037711760117,-4.921235084533691,-4.320605278015137,-5.692605972290039,-5.682008743286133
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CCO,324.549988,-5.145596504211426,-1.000468306320081,-4.787025451660156,-4.172916889190674,-5.684015274047852,-5.543679237365723
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CCO,327.049988,-5.035799503326416,-0.9524886711501087,-4.6838555335998535,-4.057794570922852,-5.6775689125061035,-5.437099456787109
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CO,282.75,-7.819307327270508,-2.005822217448774,-6.554392337799072,-6.33201789855957,-6.824962139129639,-8.740912437438965
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CO,286.850006,-7.618252277374268,-1.9184662320211117,-6.348877429962158,-6.121332168579102,-6.761785507202148,-8.519676208496094
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CO,291.950012,-7.366304874420166,-1.8089856821461165,-6.100975513458252,-5.864426136016846,-6.66835355758667,-8.252320289611816
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CO,295.149994,-7.15788459777832,-1.7184062369617965,-5.949577808380127,-5.70594596862793,-6.594715595245361,-8.0888032913208
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CO,299.950012,-6.943278789520264,-1.6251230955291331,-5.728183746337891,-5.471810340881348,-6.486387729644775,-7.84935188293457
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CO,303.850006,-6.7953200340271,-1.5607985169359782,-5.553069591522217,-5.2844390869140625,-6.400482177734375,-7.659695148468018
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CO,309.25,-6.559213161468506,-1.4581290207888433,-5.31743049621582,-5.028679847717285,-6.277884006500244,-7.403972625732422
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CO,312.149994,-6.4402546882629395,-1.4063881563304712,-5.193925857543945,-4.892836570739746,-6.213994979858398,-7.269774436950684
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CO,315.549988,-6.294734001159668,-1.343080564070184,-5.051692485809326,-4.734684467315674,-6.142453193664551,-7.115094184875488
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CO,318.350006,-6.142752647399902,-1.276944046272348,-4.936558246612549,-4.605189323425293,-6.085997581481934,-6.989786148071289
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CO,320.049988,-6.072240829467773,-1.246252816367457,-4.867508888244629,-4.526834487915039,-6.05471658706665,-6.914581298828125
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,C1COCCO1,288.149994,-2.382927894592285,0.0741094893127333,-3.7919626235961914,-3.5521445274353027,-1.8391034603118896,-3.10827374458313
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,C1COCCO1,293.149994,-2.2741920948028564,0.126434211210664,-3.5464305877685547,-3.4096243381500244,-1.83504855632782,-2.9029743671417236
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,C1COCCO1,298.149994,-2.168578863143921,0.17788496406845072,-3.3091015815734863,-3.2662882804870605,-1.8143062591552737,-2.7072103023529053
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,C1COCCO1,303.149994,-2.063725709915161,0.22966494872552978,-3.07958984375,-3.122897148132324,-1.7921690940856934,-2.520416021347046
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,C1COCCO1,308.149994,-1.9553142786026,0.28404144434032774,-2.857510566711426,-2.980087995529175,-1.754446029663086,-2.341968774795532
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,C1COCCO1,313.149994,-1.85150945186615,0.33702592032521567,-2.642519950866699,-2.8383941650390625,-1.7073259353637695,-2.171224355697632
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,C1COCCO1,318.149994,-1.75371253490448,0.387888917957995,-2.4342904090881348,-2.698254346847534,-1.663370132446289,-2.0075085163116455
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,C1COCCO1,323.149994,-1.6602575778961182,0.43747637124959504,-2.232510805130005,-2.5600264072418213,-1.6416337490081787,-1.8501346111297607
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCO,278.149994,-5.9331955909729,-1.3439029970690264,-5.49761962890625,-5.414874076843262,-5.354610919952393,-5.006898880004883
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCO,283.149994,-5.531511306762695,-1.1688829167281343,-5.202419281005859,-5.238903999328613,-5.231226444244385,-4.727878570556641
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCO,288.149994,-5.255258083343506,-1.0483579321664755,-4.915597915649414,-5.061864852905273,-5.109097003936768,-4.4568681716918945
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCO,293.149994,-4.947660446166992,-0.9139484405506437,-4.636356830596924,-4.884463310241699,-4.957841396331787,-4.193110466003418
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCO,298.149994,-4.650167465209961,-0.7836715410950702,-4.3638596534729,-4.707335948944092,-4.7881317138671875,-3.9358315467834473
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCO,303.149994,-4.419520854949951,-0.6824141814092536,-4.0973663330078125,-4.531064510345459,-4.616466045379639,-3.684250831604004
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCO,308.149994,-4.098955154418945,-0.5411895250753235,-3.83587646484375,-4.356167316436768,-4.43660831451416,-3.437598705291748
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCO,313.149994,-3.805413246154785,-0.41119909845653835,-3.5784621238708496,-4.1830973625183105,-4.254160404205322,-3.195103168487549
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCO,318.149994,-3.5058915615081787,-0.2776534403292886,-3.3241138458251953,-4.0122504234313965,-4.079041481018066,-2.956014633178711
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCO,323.149994,-3.175337553024292,-0.1287981091607844,-3.071772336959839,-3.843947410583496,-3.980603694915771,-2.7196507453918457
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCOC(C)=O,278.149994,-4.813425064086914,-1.0803605054491245,-5.039849758148193,-5.496950149536133,-3.751916885375977,-4.097749710083008
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCOC(C)=O,283.149994,-4.655411243438721,-1.0111269365304847,-4.760952472686768,-5.336737632751465,-3.69936466217041,-3.844320297241211
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCOC(C)=O,288.149994,-4.495419502258301,-0.9409193384145296,-4.490261077880859,-5.176562309265137,-3.6483044624328618,-3.6004297733306885
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCOC(C)=O,293.149994,-4.336670875549316,-0.871131608744063,-4.227102279663086,-5.017062187194824,-3.5650534629821777,-3.365668535232544
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCOC(C)=O,298.149994,-4.171441555023193,-0.7983380750786544,-3.9708075523376465,-4.8587846755981445,-3.4671239852905273,-3.1396377086639404
