set,axis,stratum,unit,convention,n,n_solutes,n_solvents,n_pairs,mse,var_m,boundable_at_headline_cell,n_sources,top_source,top_source_share_of_stratum_squared_error,b_insuff_up,b_insuff_up_ml,b_closure_lb,margin,margin_ml,b_insuff_exceeds_var_m,adaptive_n_bins,b_insuff_up_adaptive,margin_adaptive,P_boot,bootstrap_reduces_to_one_way,pair_conditional_var,pair_conditional_rows,pair_conditional_groups,share_of_squared_error,share_of_rows,test_a_boundable,loso_testable,loso_n_deletions,loso_n_undefined,loso_n_leaving_unboundable,loso_margin_min,loso_margin_max,loso_worst_source,loso_worst_margin,test_b_sign_survives_loso,test_b_strict_remainder_boundable,admissible_this_cell,admissible_this_cell_strict,cells_admissible,cells_reported,admissible_in_every_cell,admissible_in_every_cell_strict,ci90_excludes_zero,direction,licenses,reason_not_admissible,margin_ci90_lo,margin_ci90_hi,margin_ci90
broad_477,solute_family,aldehyde,row,full,29,3,1,3,0.9671,1.0732,False,1,10.1016/j.fluid.2015.01.010,1.0,0.1444,0.1083,0.8226,0.6782,0.7504,False,3,0.3021,0.3629,1.0,True,0.0095,29.0,3.0,0.0308,0.0608,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=29 < 40; one source publication (10.1016/j.fluid.2015.01.010): leave-one-source-out cannot be run, so the sign was never tested",0.284,1.122,
broad_477,solute_family,aldehyde,row,res,29,3,1,3,0.091,1.0732,False,1,10.1016/j.fluid.2015.01.010,1.0,0.1444,0.1083,-0.0534,-0.1979,-0.1257,False,3,0.3021,-0.5132,0.44,True,0.0095,29.0,3.0,0.0029,0.0608,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=29 < 40; one source publication (10.1016/j.fluid.2015.01.010): leave-one-source-out cannot be run, so the sign was never tested",-0.508,0.13,
broad_477,solute_family,aldehyde,pair,full,3,3,1,3,0.7091,0.9914,False,1,10.1016/j.fluid.2015.01.010,1.0,,,,,,,3,,,,True,,,,0.0068,0.0162,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=3 < 40; the fixed cell is undefined at n=3,,,
broad_477,solute_family,aldehyde,pair,res,3,3,1,3,0.1912,0.9914,False,1,10.1016/j.fluid.2015.01.010,1.0,,,,,,,3,,,,True,,,,0.002,0.0162,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=3 < 40; the fixed cell is undefined at n=3,,,
broad_477,solute_family,alkane,row,full,129,11,10,45,2.4913,2.2274,True,7,10.1021/je020196d,0.4952,0.3868,0.3631,2.1045,1.7177,1.7651,False,12,0.2216,2.0481,0.999,False,0.0645,108.0,24.0,0.3526,0.2704,True,True,7,0,0,1.6847,2.009,10.1016/j.jct.2016.10.013,1.6847,True,True,True,True,4,4,True,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,1.169,2.613,
broad_477,solute_family,alkane,row,res,129,11,10,45,2.3148,2.2274,True,7,10.1021/je020196d,0.5266,0.4673,0.4386,1.8475,1.3802,1.4376,False,12,0.364,1.5869,0.997,False,0.0645,108.0,24.0,0.3292,0.2704,True,True,7,0,0,1.3879,1.6723,10.1021/je020196d,1.3879,True,True,True,True,4,4,True,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,0.793,2.33,
broad_477,solute_family,alkane,pair,full,45,11,10,45,2.1276,4.0298,True,7,10.1016/j.jct.2016.10.013,0.5557,0.5422,0.4493,1.5853,1.0431,1.2291,False,4,0.7347,0.6583,0.983,False,,,,0.3082,0.2432,True,True,7,0,4,0.8678,1.5561,10.1016/j.jct.2016.10.013,0.8678,True,False,True,False,4,4,True,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,0.376,2.673,
broad_477,solute_family,alkane,pair,res,45,11,10,45,1.8747,4.0298,True,7,10.1016/j.jct.2016.10.013,0.5679,0.583,0.4831,1.2918,0.7088,0.9086,False,4,0.7809,0.313,0.939,False,,,,0.2962,0.2432,True,True,7,0,4,0.1322,0.9327,10.1021/je020196d,0.1322,True,False,True,False,4,4,True,False,False,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,-0.058,2.354,
broad_477,solute_family,alkene,row,full,32,7,5,16,3.1236,4.8322,False,4,10.1016/j.jct.2016.10.013,0.9767,0.1835,0.1376,2.9401,2.7566,2.8484,False,3,1.1336,0.8565,0.979,False,0.011,24.0,8.0,0.1097,0.0671,False,True,4,1,4,2.4676,3.1739,10.1016/j.tca.2015.11.010,2.4676,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=32 < 40; 1 of 4 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.jct.2016.10.013), so the sign is not verifiable",0.271,4.224,
broad_477,solute_family,alkene,row,res,32,7,5,16,2.6607,4.8322,False,4,10.1016/j.jct.2016.10.013,0.9816,0.1835,0.1376,2.4772,2.2937,2.3855,False,3,1.1336,0.3936,0.969,False,0.011,24.0,8.0,0.0939,0.0671,False,True,4,1,4,1.9972,2.6821,10.1016/j.tca.2015.11.010,1.9972,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=32 < 40; 1 of 4 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.jct.2016.10.013), so the sign is not verifiable",0.12,3.433,
broad_477,solute_family,alkene,pair,full,16,7,5,16,2.2944,6.3427,False,4,10.1016/j.jct.2016.10.013,0.9366,0.0709,0.0354,2.2235,2.1527,2.2235,False,3,0.8611,0.5721,0.951,False,,,,0.1182,0.0865,False,True,4,4,4,,,,,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=16 < 40; 4 of 4 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2016.10.009, 10.1016/j.jct.2016.10.013, 10.1016/j.jct.2018.05.003, 10.1016/j.tca.2015.11.010), so the sign is not verifiable",0.005,4.135,
broad_477,solute_family,alkene,pair,res,16,7,5,16,1.943,6.3427,False,4,10.1016/j.jct.2016.10.013,0.9497,0.0719,0.036,1.8711,1.7991,1.8711,False,3,0.8611,0.2207,0.94,False,,,,0.1091,0.0865,False,True,4,4,4,,,,,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=16 < 40; 4 of 4 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2016.10.009, 10.1016/j.jct.2016.10.013, 10.1016/j.jct.2018.05.003, 10.1016/j.tca.2015.11.010), so the sign is not verifiable",-0.156,3.367,
broad_477,solute_family,alkyne,row,full,2,2,2,2,0.4182,0.0902,False,2,10.1016/j.fluid.2016.10.009,0.8848,,,,,,,3,,,,False,,,,0.0009,0.0042,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solute_family,alkyne,row,res,2,2,2,2,0.35,0.0902,False,2,10.1016/j.fluid.2016.10.009,0.8625,,,,,,,3,,,,False,,,,0.0008,0.0042,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solute_family,alkyne,pair,full,2,2,2,2,0.4182,0.0902,False,2,10.1016/j.fluid.2016.10.009,0.8848,,,,,,,3,,,,False,,,,0.0027,0.0108,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solute_family,alkyne,pair,res,2,2,2,2,0.35,0.0902,False,2,10.1016/j.fluid.2016.10.009,0.8625,,,,,,,3,,,,False,,,,0.0025,0.0108,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solute_family,amine_NH,row,full,12,7,2,12,4.2267,1.8036,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,1.8774,0.4719,,False,,,,0.0556,0.0252,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12,,,
broad_477,solute_family,amine_NH,row,res,12,7,2,12,3.3615,1.8036,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,1.9723,-0.5832,,False,,,,0.0445,0.0252,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12,,,
broad_477,solute_family,amine_NH,pair,full,12,7,2,12,4.2267,1.8036,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,1.8774,0.4719,,False,,,,0.1633,0.0649,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12,,,
broad_477,solute_family,amine_NH,pair,res,12,7,2,12,3.3615,1.8036,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,1.9723,-0.5832,,False,,,,0.1416,0.0649,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12,,,
broad_477,solute_family,aromatic_hydrocarbon,row,full,71,10,9,32,0.673,1.8352,True,7,10.1021/je020196d,0.5529,0.3718,0.3305,0.3012,-0.0707,0.012,False,7,0.4997,-0.3264,0.623,False,0.0112,45.0,6.0,0.0524,0.1488,True,True,7,0,1,-0.6125,0.1162,10.1016/j.jct.2013.05.006,0.1162,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1016/j.jct.2013.05.006 (-0.071 -> +0.116),-0.865,0.933,
broad_477,solute_family,aromatic_hydrocarbon,row,res,71,10,9,32,0.5338,1.8352,True,7,10.1021/je020196d,0.5342,0.361,0.3209,0.1727,-0.1883,-0.1081,False,7,0.4767,-0.4195,0.536,False,0.0112,45.0,6.0,0.0418,0.1488,True,True,7,0,1,-0.8596,0.0805,10.1016/j.jct.2013.05.006,0.0805,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1016/j.jct.2013.05.006 (-0.188 -> +0.081),-1.007,0.745,
broad_477,solute_family,aromatic_hydrocarbon,pair,full,32,10,9,32,0.8176,3.7298,False,7,10.1016/j.fluid.2013.06.028,0.4393,0.5494,0.4121,0.2682,-0.2812,-0.0065,False,3,1.1635,-1.5093,0.678,False,,,,0.0842,0.173,False,True,7,0,7,-0.5701,0.1797,10.1016/j.jct.2013.05.006,0.1797,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding",not boundable: n=32 < 40; sign does not survive deletion of 10.1016/j.jct.2013.05.006 (-0.281 -> +0.180),-0.902,1.454,
broad_477,solute_family,aromatic_hydrocarbon,pair,res,32,10,9,32,0.6692,3.7298,False,7,10.1016/j.fluid.2013.06.028,0.4945,0.5494,0.4121,0.1198,-0.4296,-0.1549,False,3,1.0897,-1.5102,0.609,False,,,,0.0752,0.173,False,True,7,0,7,-0.8596,0.1638,10.1016/j.jct.2013.05.006,0.1638,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding",not boundable: n=32 < 40; sign does not survive deletion of 10.1016/j.jct.2013.05.006 (-0.430 -> +0.164),-1.027,1.247,
broad_477,solute_family,azine,row,full,6,5,2,6,0.0723,0.0222,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0435,-0.0146,,False,,,,0.0005,0.0126,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=6 < 40; the fixed cell is undefined at n=6,,,
broad_477,solute_family,azine,row,res,6,5,2,6,0.1348,0.0222,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0182,0.0984,,False,,,,0.0009,0.0126,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=6 < 40; the fixed cell is undefined at n=6,,,
broad_477,solute_family,azine,pair,full,6,5,2,6,0.0723,0.0222,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0435,-0.0146,,False,,,,0.0014,0.0324,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=6 < 40; the fixed cell is undefined at n=6,,,
broad_477,solute_family,azine,pair,res,6,5,2,6,0.1348,0.0222,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0182,0.0984,,False,,,,0.0028,0.0324,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=6 < 40; the fixed cell is undefined at n=6,,,
broad_477,solute_family,ester,row,full,3,3,2,3,0.0025,0.0063,False,2,10.1016/j.jct.2018.05.003,0.6341,,,,,,,3,,,,False,,,,0.0,0.0063,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=3 < 40; the fixed cell is undefined at n=3,,,
broad_477,solute_family,ester,row,res,3,3,2,3,0.0134,0.0063,False,2,10.1016/j.fluid.2016.10.009,0.5623,,,,,,,3,,,,False,,,,0.0,0.0063,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=3 < 40; the fixed cell is undefined at n=3,,,
broad_477,solute_family,ester,pair,full,3,3,2,3,0.0025,0.0063,False,2,10.1016/j.jct.2018.05.003,0.6341,,,,,,,3,,,,False,,,,0.0,0.0162,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=3 < 40; the fixed cell is undefined at n=3,,,
broad_477,solute_family,ester,pair,res,3,3,2,3,0.0134,0.0063,False,2,10.1016/j.fluid.2016.10.009,0.5623,,,,,,,3,,,,False,,,,0.0001,0.0162,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=3 < 40; the fixed cell is undefined at n=3,,,
broad_477,solute_family,ether,row,full,12,3,3,4,1.6282,6.9584,False,3,10.1016/j.fluid.2015.01.010,0.9986,,,,,,,3,3.0069,-4.3856,,False,0.0029,9.0,1.0,0.0214,0.0252,False,True,3,3,3,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12,,,
broad_477,solute_family,ether,row,res,12,3,3,4,0.469,6.9584,False,3,10.1016/j.fluid.2015.01.010,0.9832,,,,,,,3,3.0069,-5.5448,,False,0.0029,9.0,1.0,0.0062,0.0252,False,True,3,3,3,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12,,,
broad_477,solute_family,ether,pair,full,4,3,3,4,0.5773,7.1142,False,3,10.1016/j.fluid.2015.01.010,0.9884,,,,,,,3,,,,False,,,,0.0074,0.0216,False,True,3,3,3,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=4 < 40; the fixed cell is undefined at n=4,,,
