set,axis,stratum,row_set_id,row_set_canonical,row_set_n_names,interval_is_a_restatement,unit,convention,n,n_pairs,n_solutes,n_solvents,n_sources,sources,top_source,top_source_share_of_stratum_squared_error,share_of_squared_error,mse,b_insuff_up,margin,P_boot,margin_ci90_lo,margin_ci90_hi,ci90_excludes_zero,test_a_boundable,loso_testable,loso_n_deletions,loso_n_undefined,loso_n_leaving_unboundable,loso_margin_min,loso_margin_max,loso_worst_source,loso_worst_margin,loso_worst_n_remaining,test_b_sign_survives_loso,test_b_strict_remainder_boundable,admissible_this_cell,admissible_this_cell_strict,cells_reported,cells_admissible,cells_admissible_strict,admissible_in_every_cell,admissible_in_every_cell_strict,direction,licenses,reason_not_admissible
broad_477,solvent_class,glycol_ether,0c6e6140,solvent_class::glycol_ether,3,False,row,res,182,43,19,4,3,10.1016/j.fluid.2013.06.028|10.1016/j.jct.2016.10.013|10.1021/je020196d,10.1016/j.jct.2016.10.013,0.532,0.4518,2.2518,0.1077,2.0364,1.0,1.268,2.833,True,True,True,3,0,0,1.5971,2.8655,10.1016/j.jct.2016.10.013,1.5971,110.0,True,True,True,True,4,4,2,True,False,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,
broad_477,solvent_class,halogenated,0c4780a4,solvent_class::halogenated,2,False,pair,full,7,7,5,4,2,10.1016/j.fluid.2015.11.037|10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,0.5264,0.069,3.0617,,,,,,,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7
broad_477,solvent_class,halogenated,0c4780a4,solvent_class::halogenated,2,False,pair,res,7,7,5,4,2,10.1016/j.fluid.2015.11.037|10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,0.6563,0.1003,4.0794,,,,,,,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7
broad_477,solvent_class,halogenated,1d351941,solvent_class::halogenated,2,False,row,full,30,7,5,4,2,10.1016/j.fluid.2015.11.037|10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,0.7372,0.103,3.1303,0.5918,1.9467,0.988,0.459,5.379,True,False,True,2,1,2,3.3907,3.3907,10.1016/j.fluid.2015.11.037,3.3907,18.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=30 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1021/acs.jced.7b00114), so the sign is not verifiable"
broad_477,solvent_class,halogenated,1d351941,solvent_class::halogenated,2,False,row,res,30,7,5,4,2,10.1016/j.fluid.2015.11.037|10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,0.8265,0.1511,4.5693,0.5918,3.3856,0.995,0.857,8.118,True,False,True,2,1,2,5.8389,5.8389,10.1016/j.fluid.2015.11.037,5.8389,18.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=30 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1021/acs.jced.7b00114), so the sign is not verifiable"
broad_477,solvent_class,mono_alcohol,3cac4071,solvent_class::mono_alcohol,3,False,pair,full,17,17,14,4,2,10.1016/j.fluid.2015.11.037|10.1016/j.tca.2012.02.005,10.1016/j.tca.2012.02.005,0.8193,0.1727,3.1556,1.8475,-0.5394,0.945,-0.047,5.457,False,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=17 < 40; 2 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037, 10.1016/j.tca.2012.02.005), so the sign is not verifiable"
broad_477,solvent_class,mono_alcohol,3cac4071,solvent_class::mono_alcohol,3,False,pair,res,17,17,14,4,2,10.1016/j.fluid.2015.11.037|10.1016/j.tca.2012.02.005,10.1016/j.tca.2012.02.005,0.7913,0.1565,2.6219,1.0186,0.5846,0.94,-0.06,4.212,False,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=17 < 40; 2 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037, 10.1016/j.tca.2012.02.005), so the sign is not verifiable"
broad_477,solvent_class,mono_alcohol,3a91251f,solvent_class::mono_alcohol,3,False,row,full,35,17,14,4,2,10.1016/j.fluid.2015.11.037|10.1016/j.tca.2012.02.005,10.1016/j.fluid.2015.11.037,0.508,0.098,2.5525,0.7328,1.0869,0.978,0.373,4.264,True,False,True,2,1,2,2.0429,2.0429,10.1016/j.tca.2012.02.005,2.0429,22.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=35 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037), so the sign is not verifiable"
broad_477,solvent_class,mono_alcohol,3a91251f,solvent_class::mono_alcohol,3,False,row,res,35,17,14,4,2,10.1016/j.fluid.2015.11.037|10.1016/j.tca.2012.02.005,10.1016/j.fluid.2015.11.037,0.5521,0.0868,2.2498,0.733,0.7837,0.964,0.182,3.238,True,False,True,2,1,2,1.9516,1.9516,10.1016/j.tca.2012.02.005,1.9516,22.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=35 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037), so the sign is not verifiable"
broad_477,solvent_class,nh_protic,e3f6247e,solvent_class::nh_protic,3,False,pair,full,33,33,21,10,3,10.1016/j.jct.2013.05.006|10.1016/j.tca.2012.02.005|10.1016/j.tca.2015.11.010,10.1016/j.tca.2012.02.005,0.5623,0.1771,1.6671,0.4048,0.8575,0.955,0.031,2.645,True,False,True,3,1,3,-0.0213,1.4354,10.1016/j.tca.2012.02.005,-0.0213,25.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable"
broad_477,solvent_class,nh_protic,e3f6247e,solvent_class::nh_protic,3,False,pair,res,33,33,21,10,3,10.1016/j.jct.2013.05.006|10.1016/j.tca.2012.02.005|10.1016/j.tca.2015.11.010,10.1016/j.tca.2012.02.005,0.6187,0.1361,1.1749,0.2814,0.6122,0.887,-0.258,2.142,False,False,True,3,1,3,-0.2364,0.8654,10.1016/j.tca.2012.02.005,-0.2364,25.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable"
broad_477,solvent_class,nh_protic,c7d77ad1,solvent_class::nh_protic,3,False,row,full,33,33,21,10,3,10.1016/j.jct.2013.05.006|10.1016/j.tca.2012.02.005|10.1016/j.tca.2015.11.010,10.1016/j.tca.2012.02.005,0.5623,0.0604,1.6671,0.4048,0.8575,0.944,-0.047,2.763,False,False,True,3,1,3,-0.0213,1.4354,10.1016/j.tca.2012.02.005,-0.0213,25.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable"
broad_477,solvent_class,nh_protic,c7d77ad1,solvent_class::nh_protic,3,False,row,res,33,33,21,10,3,10.1016/j.jct.2013.05.006|10.1016/j.tca.2012.02.005|10.1016/j.tca.2015.11.010,10.1016/j.tca.2012.02.005,0.6187,0.0427,1.1749,0.2814,0.6122,0.882,-0.271,1.964,False,False,True,3,1,3,-0.2364,0.8654,10.1016/j.tca.2012.02.005,-0.2364,25.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable"
broad_477,solvent_class,water,ef35966c,solvent_class::water,3,False,pair,full,15,15,15,1,3,10.1016/j.fluid.2015.01.010|10.1016/j.fluid.2016.08.030|10.1021/acs.jced.9b00726,10.1021/acs.jced.9b00726,0.622,0.0382,0.7905,,,,,,,False,True,3,3,3,,,,,,False,False,False,False,4,1,1,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=15 < 40; the fixed cell is undefined at n=15
broad_477,solvent_class,water,ef35966c,solvent_class::water,3,False,pair,res,15,15,15,1,3,10.1016/j.fluid.2015.01.010|10.1016/j.fluid.2016.08.030|10.1021/acs.jced.9b00726,10.1021/acs.jced.9b00726,0.6906,0.0276,0.5234,,,,,,,False,True,3,3,3,,,,,,False,False,False,False,4,1,1,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=15 < 40; the fixed cell is undefined at n=15
broad_477,solvent_class,water,bdbedd1e,solvent_class::water,3,False,row,full,111,15,15,1,3,10.1016/j.fluid.2015.01.010|10.1016/j.fluid.2016.08.030|10.1021/acs.jced.9b00726,10.1021/acs.jced.9b00726,0.5021,0.1113,0.914,0.1742,0.5655,0.997,0.255,0.969,True,True,True,3,0,0,0.0412,0.7866,10.1016/j.fluid.2015.01.010,0.0412,65.0,True,True,True,True,4,1,1,False,False,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,
broad_477,solvent_class,water,bdbedd1e,solvent_class::water,3,False,row,res,111,15,15,1,3,10.1016/j.fluid.2015.01.010|10.1016/j.fluid.2016.08.030|10.1021/acs.jced.9b00726,10.1021/acs.jced.9b00726,0.7457,0.0583,0.4765,0.215,0.0464,0.761,-0.145,0.394,False,True,True,3,0,0,-0.1935,0.2455,10.1021/acs.jced.9b00726,-0.1935,50.0,False,False,False,False,4,1,1,False,False,positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1016/j.fluid.2015.01.010 (+0.046 -> -0.075); 10.1021/acs.jced.9b00726 (+0.046 -> -0.194)
broad_477,solvent_class_coarse,halogenated_nonHB,0c4780a4,solvent_class::halogenated,2,True,pair,full,7,7,5,4,2,10.1016/j.fluid.2015.11.037|10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,0.5264,0.069,3.0617,,,,,,,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7
broad_477,solvent_class_coarse,halogenated_nonHB,0c4780a4,solvent_class::halogenated,2,True,pair,res,7,7,5,4,2,10.1016/j.fluid.2015.11.037|10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,0.6563,0.1003,4.0794,,,,,,,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7
broad_477,solvent_class_coarse,halogenated_nonHB,1d351941,solvent_class::halogenated,2,True,row,full,30,7,5,4,2,10.1016/j.fluid.2015.11.037|10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,0.7372,0.103,3.1303,0.5918,1.9467,0.988,0.459,5.379,True,False,True,2,1,2,3.3907,3.3907,10.1016/j.fluid.2015.11.037,3.3907,18.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=30 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1021/acs.jced.7b00114), so the sign is not verifiable"
broad_477,solvent_class_coarse,halogenated_nonHB,1d351941,solvent_class::halogenated,2,True,row,res,30,7,5,4,2,10.1016/j.fluid.2015.11.037|10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,0.8265,0.1511,4.5693,0.5918,3.3856,0.995,0.857,8.118,True,False,True,2,1,2,5.8389,5.8389,10.1016/j.fluid.2015.11.037,5.8389,18.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=30 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1021/acs.jced.7b00114), so the sign is not verifiable"
broad_477,solvent_class_coarse,hb_acceptor_only,900e7749,solvent_class_coarse::hb_acceptor_only,1,False,pair,full,59,59,37,10,5,10.1016/j.fluid.2016.10.009|10.1016/j.jct.2015.12.034|10.1016/j.jct.2018.05.003|10.1016/j.tca.2012.02.005|10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,0.653,0.0578,0.3042,0.2717,-0.2392,0.328,-0.536,1.207,False,True,True,5,0,1,-0.2538,0.1052,10.1016/j.jct.2018.05.003,0.1052,29.0,False,False,False,False,4,0,0,False,False,non-positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1016/j.jct.2018.05.003 (-0.239 -> +0.105)
broad_477,solvent_class_coarse,hb_acceptor_only,900e7749,solvent_class_coarse::hb_acceptor_only,1,False,pair,res,59,59,37,10,5,10.1016/j.fluid.2016.10.009|10.1016/j.jct.2015.12.034|10.1016/j.jct.2018.05.003|10.1016/j.tca.2012.02.005|10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,0.7921,0.0858,0.4141,0.287,-0.16,0.361,-0.459,1.747,False,True,True,5,0,1,-0.1917,0.3172,10.1016/j.jct.2018.05.003,0.3172,29.0,False,False,False,False,4,0,0,False,False,non-positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1016/j.jct.2018.05.003 (-0.160 -> +0.317)
broad_477,solvent_class_coarse,hb_acceptor_only,5e74c0cc,solvent_class_coarse::hb_acceptor_only,1,False,row,full,70,59,37,10,5,10.1016/j.fluid.2016.10.009|10.1016/j.jct.2015.12.034|10.1016/j.jct.2018.05.003|10.1016/j.tca.2012.02.005|10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,0.9238,0.0896,1.1671,0.1977,0.7718,0.667,-0.301,3.732,False,True,True,5,0,0,-0.1518,1.7502,10.1021/acs.jced.7b00114,-0.1518,57.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1021/acs.jced.7b00114 (+0.772 -> -0.152)
broad_477,solvent_class_coarse,hb_acceptor_only,5e74c0cc,solvent_class_coarse::hb_acceptor_only,1,False,row,res,70,59,37,10,5,10.1016/j.fluid.2016.10.009|10.1016/j.jct.2015.12.034|10.1016/j.jct.2018.05.003|10.1016/j.tca.2012.02.005|10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,0.9608,0.1429,1.852,0.2091,1.4338,0.654,-0.281,6.194,False,True,True,5,0,0,-0.1917,2.9427,10.1021/acs.jced.7b00114,-0.1917,57.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1021/acs.jced.7b00114 (+1.434 -> -0.192)
broad_477,solvent_class_coarse,hb_donor_N,e3f6247e,solvent_class::nh_protic,3,True,pair,full,33,33,21,10,3,10.1016/j.jct.2013.05.006|10.1016/j.tca.2012.02.005|10.1016/j.tca.2015.11.010,10.1016/j.tca.2012.02.005,0.5623,0.1771,1.6671,0.4048,0.8575,0.955,0.031,2.645,True,False,True,3,1,3,-0.0213,1.4354,10.1016/j.tca.2012.02.005,-0.0213,25.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable"
broad_477,solvent_class_coarse,hb_donor_N,e3f6247e,solvent_class::nh_protic,3,True,pair,res,33,33,21,10,3,10.1016/j.jct.2013.05.006|10.1016/j.tca.2012.02.005|10.1016/j.tca.2015.11.010,10.1016/j.tca.2012.02.005,0.6187,0.1361,1.1749,0.2814,0.6122,0.887,-0.258,2.142,False,False,True,3,1,3,-0.2364,0.8654,10.1016/j.tca.2012.02.005,-0.2364,25.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable"
broad_477,solvent_class_coarse,hb_donor_N,c7d77ad1,solvent_class::nh_protic,3,True,row,full,33,33,21,10,3,10.1016/j.jct.2013.05.006|10.1016/j.tca.2012.02.005|10.1016/j.tca.2015.11.010,10.1016/j.tca.2012.02.005,0.5623,0.0604,1.6671,0.4048,0.8575,0.944,-0.047,2.763,False,False,True,3,1,3,-0.0213,1.4354,10.1016/j.tca.2012.02.005,-0.0213,25.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable"
broad_477,solvent_class_coarse,hb_donor_N,c7d77ad1,solvent_class::nh_protic,3,True,row,res,33,33,21,10,3,10.1016/j.jct.2013.05.006|10.1016/j.tca.2012.02.005|10.1016/j.tca.2015.11.010,10.1016/j.tca.2012.02.005,0.6187,0.0427,1.1749,0.2814,0.6122,0.882,-0.271,1.964,False,False,True,3,1,3,-0.2364,0.8654,10.1016/j.tca.2012.02.005,-0.2364,25.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable"
broad_477,solvent_class_coarse,hb_donor_acceptor_O,eab39967,solvent_class_coarse::hb_donor_acceptor_O,1,False,pair,full,75,75,48,9,8,10.1016/j.fluid.2013.06.028|10.1016/j.fluid.2015.01.010|10.1016/j.fluid.2015.11.037|10.1016/j.fluid.2016.08.030|10.1016/j.jct.2016.10.013|10.1016/j.tca.2012.02.005|10.1021/acs.jced.9b00726|10.1021/je020196d,10.1016/j.jct.2016.10.013,0.431,0.6542,2.7097,0.6336,1.4426,0.996,0.612,3.119,True,True,True,8,0,0,1.02,1.8814,10.1016/j.jct.2016.10.013,1.02,51.0,True,True,True,True,4,3,3,False,False,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,
broad_477,solvent_class_coarse,hb_donor_acceptor_O,eab39967,solvent_class_coarse::hb_donor_acceptor_O,1,False,pair,res,75,75,48,9,8,10.1016/j.fluid.2013.06.028|10.1016/j.fluid.2015.01.010|10.1016/j.fluid.2015.11.037|10.1016/j.fluid.2016.08.030|10.1016/j.jct.2016.10.013|10.1016/j.tca.2012.02.005|10.1021/acs.jced.9b00726|10.1021/je020196d,10.1016/j.jct.2016.10.013,0.4363,0.6231,2.3663,0.9203,0.5257,0.895,-0.308,2.607,False,True,True,8,0,0,0.0099,1.0024,10.1021/je020196d,0.0099,61.0,True,True,True,True,4,3,3,False,False,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,
broad_477,solvent_class_coarse,hb_donor_acceptor_O,7942512c,solvent_class_coarse::hb_donor_acceptor_O,1,False,row,full,328,75,48,9,8,10.1016/j.fluid.2013.06.028|10.1016/j.fluid.2015.01.010|10.1016/j.fluid.2015.11.037|10.1016/j.fluid.2016.08.030|10.1016/j.jct.2016.10.013|10.1016/j.tca.2012.02.005|10.1021/acs.jced.9b00726|10.1021/je020196d,10.1016/j.jct.2016.10.013,0.3868,0.7011,1.9482,0.3022,1.3437,1.0,0.664,2.524,True,True,True,8,0,0,0.9356,1.5408,10.1021/je020196d,0.9356,223.0,True,True,True,True,4,3,3,False,False,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,
broad_477,solvent_class_coarse,hb_donor_acceptor_O,7942512c,solvent_class_coarse::hb_donor_acceptor_O,1,False,row,res,328,75,48,9,8,10.1016/j.fluid.2013.06.028|10.1016/j.fluid.2015.01.010|10.1016/j.fluid.2015.11.037|10.1016/j.fluid.2016.08.030|10.1016/j.jct.2016.10.013|10.1016/j.tca.2012.02.005|10.1021/acs.jced.9b00726|10.1021/je020196d,10.1016/j.jct.2016.10.013,0.4026,0.5969,1.6508,0.5618,0.5273,0.89,-0.206,2.182,False,True,True,8,0,0,-0.4172,0.9665,10.1021/je020196d,-0.4172,223.0,False,False,False,False,4,3,3,False,False,positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1021/je020196d (+0.527 -> -0.417)
broad_477,solvent_class_coarse,hydrocarbon_nonHB,009c9448,solvent_class_coarse::hydrocarbon_nonHB,1,False,pair,full,11,11,10,3,3,10.1016/j.jct.2019.05.011|10.1016/j.tca.2012.02.005|10.1021/acs.jced.7b00114,10.1016/j.tca.2012.02.005,0.5762,0.0419,1.1842,,,,,,,False,True,3,3,3,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=11 < 40; the fixed cell is undefined at n=11
broad_477,solvent_class_coarse,hydrocarbon_nonHB,009c9448,solvent_class_coarse::hydrocarbon_nonHB,1,False,pair,res,11,11,10,3,3,10.1016/j.jct.2019.05.011|10.1016/j.tca.2012.02.005|10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,0.5511,0.0548,1.4186,,,,,,,False,True,3,3,3,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=11 < 40; the fixed cell is undefined at n=11
broad_477,solvent_class_coarse,hydrocarbon_nonHB,72941143,solvent_class_coarse::hydrocarbon_nonHB,1,False,row,full,16,11,10,3,3,10.1016/j.jct.2019.05.011|10.1016/j.tca.2012.02.005|10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,0.82,0.0459,2.6125,0.3885,1.8355,0.947,-0.038,5.485,False,False,True,3,3,3,,,,,,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=16 < 40; 3 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.jct.2019.05.011, 10.1016/j.tca.2012.02.005, 10.1021/acs.jced.7b00114), so the sign is not verifiable"
broad_477,solvent_class_coarse,hydrocarbon_nonHB,72941143,solvent_class_coarse::hydrocarbon_nonHB,1,False,row,res,16,11,10,3,3,10.1016/j.jct.2019.05.011|10.1016/j.tca.2012.02.005|10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,0.8836,0.0663,3.7611,0.3852,2.9907,0.941,-0.074,8.862,False,False,True,3,3,3,,,,,,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=16 < 40; 3 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.jct.2019.05.011, 10.1016/j.tca.2012.02.005, 10.1021/acs.jced.7b00114), so the sign is not verifiable"
broad_477,solvent_class_x_solute_role,aliphatic_hydrocarbon | organic_solute,a8a30394,solvent_class::aliphatic_hydrocarbon,3,True,pair,full,2,2,2,1,2,10.1016/j.jct.2019.05.011|10.1016/j.tca.2012.02.005,10.1016/j.jct.2019.05.011,0.9302,0.0001,0.0101,,,,,,,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
broad_477,solvent_class_x_solute_role,aliphatic_hydrocarbon | organic_solute,a8a30394,solvent_class::aliphatic_hydrocarbon,3,True,pair,res,2,2,2,1,2,10.1016/j.jct.2019.05.011|10.1016/j.tca.2012.02.005,10.1016/j.jct.2019.05.011,0.8562,0.0001,0.0107,,,,,,,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
broad_477,solvent_class_x_solute_role,aliphatic_hydrocarbon | organic_solute,bb2c2c1e,solvent_class::aliphatic_hydrocarbon,3,True,row,full,2,2,2,1,2,10.1016/j.jct.2019.05.011|10.1016/j.tca.2012.02.005,10.1016/j.jct.2019.05.011,0.9302,0.0,0.0101,,,,,,,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
broad_477,solvent_class_x_solute_role,aliphatic_hydrocarbon | organic_solute,bb2c2c1e,solvent_class::aliphatic_hydrocarbon,3,True,row,res,2,2,2,1,2,10.1016/j.jct.2019.05.011|10.1016/j.tca.2012.02.005,10.1016/j.jct.2019.05.011,0.8562,0.0,0.0107,,,,,,,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
broad_477,solvent_class_x_solute_role,aprotic_acceptor | organic_solute,f8c650fe,solvent_class::aprotic_acceptor,2,True,pair,full,57,57,36,8,4,10.1016/j.fluid.2016.10.009|10.1016/j.jct.2015.12.034|10.1016/j.jct.2018.05.003|10.1016/j.tca.2012.02.005,10.1016/j.tca.2012.02.005,0.3701,0.0201,0.1093,0.1305,-0.1518,0.301,-0.402,0.229,False,True,True,4,0,2,-0.3873,-0.0774,10.1016/j.jct.2015.12.034,-0.0774,53.0,True,False,True,False,4,4,0,True,False,non-positive,"nothing: a non-positive margin is failure to separate, not a certified reversal (that needs a LOWER bound on B_insuff)",
broad_477,solvent_class_x_solute_role,aprotic_acceptor | organic_solute,f8c650fe,solvent_class::aprotic_acceptor,2,True,pair,res,57,57,36,8,4,10.1016/j.fluid.2016.10.009|10.1016/j.jct.2015.12.034|10.1016/j.jct.2018.05.003|10.1016/j.tca.2012.02.005,10.1016/j.jct.2015.12.034,0.3151,0.0178,0.0891,0.1404,-0.1917,0.192,-0.414,0.126,False,True,True,4,0,2,-0.4067,-0.1282,10.1016/j.jct.2015.12.034,-0.1282,53.0,True,False,True,False,4,4,0,True,False,non-positive,"nothing: a non-positive margin is failure to separate, not a certified reversal (that needs a LOWER bound on B_insuff)",
broad_477,solvent_class_x_solute_role,aprotic_acceptor | organic_solute,42504742,solvent_class::aprotic_acceptor,2,True,row,full,57,57,36,8,4,10.1016/j.fluid.2016.10.009|10.1016/j.jct.2015.12.034|10.1016/j.jct.2018.05.003|10.1016/j.tca.2012.02.005,10.1016/j.tca.2012.02.005,0.3701,0.0068,0.1093,0.1305,-0.1518,0.288,-0.401,0.198,False,True,True,4,0,2,-0.3873,-0.0774,10.1016/j.jct.2015.12.034,-0.0774,53.0,True,False,True,False,4,4,0,True,False,non-positive,"nothing: a non-positive margin is failure to separate, not a certified reversal (that needs a LOWER bound on B_insuff)",
broad_477,solvent_class_x_solute_role,aprotic_acceptor | organic_solute,42504742,solvent_class::aprotic_acceptor,2,True,row,res,57,57,36,8,4,10.1016/j.fluid.2016.10.009|10.1016/j.jct.2015.12.034|10.1016/j.jct.2018.05.003|10.1016/j.tca.2012.02.005,10.1016/j.jct.2015.12.034,0.3151,0.0056,0.0891,0.1404,-0.1917,0.192,-0.435,0.124,False,True,True,4,0,2,-0.4067,-0.1282,10.1016/j.jct.2015.12.034,-0.1282,53.0,True,False,True,False,4,4,0,True,False,non-positive,"nothing: a non-positive margin is failure to separate, not a certified reversal (that needs a LOWER bound on B_insuff)",
