parameter,group,n,mean,std,min,max,q005,q995,fraction_zero,fraction_extreme
cross_attn_layers.0.ffn.3.bias,interaction,256,0.001339763985015452,0.017866192385554314,-0.03162927180528641,0.032904818654060364,-0.03128006923943758,0.031211577309295534,0.0,0.0
cross_attn_layers.0.norm2.weight,interaction,256,0.999981164932251,0.002002354711294174,0.9946081638336182,1.0052931308746338,0.9946958512067795,1.0051175862550736,0.0,0.0
cross_attn_layers.0.norm2.bias,interaction,256,2.644085543579422e-05,0.001630741753615439,-0.005276546813547611,0.004316112492233515,-0.0045543116284534335,0.0041933399508707215,0.0,0.00390625
cross_attn_layers.0.temp_mlp.0.weight,interaction,768,0.003879135474562645,0.33791252970695496,-0.5750292539596558,0.576279878616333,-0.5725428682565689,0.5655906707048416,0.0,0.0
cross_attn_layers.0.temp_mlp.0.bias,interaction,256,0.010911522433161736,0.3362595736980438,-0.5753209590911865,0.5691060423851013,-0.5680452659726143,0.5623073279857635,0.0,0.0
cross_attn_layers.0.temp_mlp.2.weight,interaction,131072,5.270249675959349e-05,0.03606662526726723,-0.062498994171619415,0.06249977648258209,-0.06186443444341421,0.061889404729008675,2.288818359375e-05,0.0
cross_attn_layers.0.temp_mlp.2.bias,interaction,512,0.00028577237389981747,0.03566944971680641,-0.06240344047546387,0.061795979738235474,-0.062133393809199335,0.06134843043982982,0.0,0.0
cross_attn_layers.1.q_proj.weight,interaction,65536,-0.00016346470511052758,0.036234453320503235,-0.07029199600219727,0.07193039357662201,-0.06354778297245503,0.06375318467617035,3.0517578125e-05,0.0
cross_attn_layers.1.q_proj.bias,interaction,256,-0.002675428055226803,0.03430365398526192,-0.06417446583509445,0.06608650088310242,-0.06049021212384105,0.06253843083977698,0.0,0.0
cross_attn_layers.1.k_proj.weight,interaction,65536,3.2607738830847666e-05,0.03624754771590233,-0.07001201808452606,0.07025416195392609,-0.06349827144294977,0.06373924650251865,0.0,0.0
cross_attn_layers.1.k_proj.bias,interaction,256,-0.003746137721464038,0.0360989011824131,-0.06178725138306618,0.06207761541008949,-0.061444548051804306,0.06117053944617509,0.0,0.0
cross_attn_layers.1.v_proj.weight,interaction,65536,5.897621304029599e-05,0.03623342141509056,-0.0689196065068245,0.06951510906219482,-0.06318916603922844,0.06318094860762356,1.52587890625e-05,0.0
cross_attn_layers.1.v_proj.bias,interaction,256,0.0009370226180180907,0.03612362593412399,-0.06194440275430679,0.06373953074216843,-0.0605515849776566,0.06256397180259228,0.0,0.0
cross_attn_layers.1.out_proj.weight,interaction,65536,-1.0878149623749778e-05,0.03621447831392288,-0.06885673105716705,0.06890957802534103,-0.06323748137801885,0.06310332473367453,1.52587890625e-05,0.0
cross_attn_layers.1.out_proj.bias,interaction,256,0.001948014134541154,0.03541227802634239,-0.06349760293960571,0.06252686679363251,-0.0628925772383809,0.06208168966695666,0.0,0.0
cross_attn_layers.1.norm1.weight,interaction,256,0.99983811378479,0.0020982888527214527,0.9938666820526123,1.0058679580688477,0.9944016590714455,1.0057070523500442,0.0,0.0
cross_attn_layers.1.norm1.bias,interaction,256,-2.3537697416031733e-05,0.0017180831637233496,-0.004701017867773771,0.004091036505997181,-0.004438863042742014,0.0034377076197415588,0.0,0.0
cross_attn_layers.1.ffn.0.weight,interaction,262144,3.033183020306751e-05,0.036101654171943665,-0.07032899558544159,0.06906881183385849,-0.06281801920384168,0.06285670585930347,1.1444091796875e-05,0.0
cross_attn_layers.1.ffn.0.bias,interaction,1024,-0.001538143027573824,0.03638061508536339,-0.06591059267520905,0.06473859399557114,-0.06309866949915886,0.061620573867112394,0.0,0.0
cross_attn_layers.1.ffn.3.weight,interaction,262144,-4.509243808570318e-05,0.01815888285636902,-0.0399186797440052,0.03757669776678085,-0.03247900413349271,0.0324781396612525,2.288818359375e-05,0.0
cross_attn_layers.1.ffn.3.bias,interaction,256,0.0018089539371430874,0.01697506010532379,-0.03199269250035286,0.03214472904801369,-0.031564733292907474,0.031386926909908644,0.0,0.0
cross_attn_layers.1.norm2.weight,interaction,256,0.9999164342880249,0.0020785811357200146,0.9939116835594177,1.00587797164917,0.9946690499782562,1.0057703346014022,0.0,0.0
cross_attn_layers.1.norm2.bias,interaction,256,3.56428608938586e-05,0.0017348420806229115,-0.004235812462866306,0.004598259925842285,-0.003886055835755542,0.00435867612250149,0.0,0.0
cross_attn_layers.1.temp_mlp.0.weight,interaction,768,-0.013823412358760834,0.3358568847179413,-0.5760095119476318,0.576466977596283,-0.5727403798699379,0.566971081495285,0.0,0.0
cross_attn_layers.1.temp_mlp.0.bias,interaction,256,-0.009646265767514706,0.3417049050331116,-0.5765833854675293,0.5735079646110535,-0.5741669163107872,0.5635756477713585,0.0,0.0
cross_attn_layers.1.temp_mlp.2.weight,interaction,131072,-1.8774462660076097e-06,0.036069106310606,-0.06249824911355972,0.06249985843896866,-0.06187779743224382,0.06186860654503107,0.0,0.0
cross_attn_layers.1.temp_mlp.2.bias,interaction,512,0.0017453087493777275,0.03616086766123772,-0.06231534481048584,0.062484897673130035,-0.06189089115709066,0.06208571840077638,0.0,0.0
cross_attn_layers.2.q_proj.weight,interaction,65536,0.00014560170529875904,0.036349158734083176,-0.06979478150606155,0.06973118335008621,-0.06352395247668027,0.06372884977608918,1.52587890625e-05,0.0
cross_attn_layers.2.q_proj.bias,interaction,256,0.004008669406175613,0.03504519537091255,-0.0650603249669075,0.06565751135349274,-0.06442398950457573,0.0634543771855533,0.0,0.0
cross_attn_layers.2.k_proj.weight,interaction,65536,-8.077821257757023e-05,0.03611604496836662,-0.0700196921825409,0.06984176486730576,-0.06364204157143831,0.06360832322388887,0.0,0.0
cross_attn_layers.2.k_proj.bias,interaction,256,-0.004221833311021328,0.034058041870594025,-0.06228170916438103,0.06241339445114136,-0.06227120310068131,0.06212677089497447,0.0,0.0
cross_attn_layers.2.v_proj.weight,interaction,65536,4.53362736152485e-06,0.03621493652462959,-0.0703185424208641,0.06834354251623154,-0.06317579243332147,0.06306527741253376,3.0517578125e-05,0.0
cross_attn_layers.2.v_proj.bias,interaction,256,-0.004582849331200123,0.03590352460741997,-0.06360308080911636,0.06214538589119911,-0.06270476905629038,0.06166851287707686,0.0,0.0
cross_attn_layers.2.out_proj.weight,interaction,65536,-0.00015396400704048574,0.03622812777757645,-0.06978563219308853,0.0696440190076828,-0.06300604213029146,0.06308254189789295,1.52587890625e-05,0.0
cross_attn_layers.2.out_proj.bias,interaction,256,-0.0033715085592120886,0.03552665933966637,-0.061676058918237686,0.061738017946481705,-0.06060594143345952,0.06042530257254838,0.0,0.0
cross_attn_layers.2.norm1.weight,interaction,256,0.9997127652168274,0.002172279404476285,0.9929329752922058,1.0053564310073853,0.9943939700722695,1.0052980571985244,0.0,0.00390625
cross_attn_layers.2.norm1.bias,interaction,256,4.632492345990613e-05,0.0018547007348388433,-0.0038047602865844965,0.005531007423996925,-0.003715490730246529,0.00523367309942841,0.0,0.0
cross_attn_layers.2.ffn.0.weight,interaction,262144,0.0001232788199558854,0.03613276407122612,-0.07076165080070496,0.07072754204273224,-0.06290849857032299,0.06285044636577368,1.9073486328125e-05,0.0
cross_attn_layers.2.ffn.0.bias,interaction,1024,-0.0009759267559275031,0.03643960505723953,-0.06345980614423752,0.06313551217317581,-0.062418424524366856,0.061127830762416124,0.0,0.0
cross_attn_layers.2.ffn.3.weight,interaction,262144,2.274317739647813e-05,0.018139442428946495,-0.03844557702541351,0.03861866518855095,-0.03242979511618614,0.03246495692059398,3.4332275390625e-05,0.0
cross_attn_layers.2.ffn.3.bias,interaction,256,-0.001995295751839876,0.017754899337887764,-0.03515366092324257,0.03299277648329735,-0.031632892228662966,0.031163644930347796,0.0,0.0
cross_attn_layers.2.norm2.weight,interaction,256,1.0003182888031006,0.0024527027271687984,0.9939628839492798,1.0091631412506104,0.9952084735035897,1.007323256134987,0.0,0.00390625
cross_attn_layers.2.norm2.bias,interaction,256,-9.353685891255736e-05,0.001965463627129793,-0.004304459318518639,0.005001732148230076,-0.004100227321032435,0.0044619033229537294,0.0,0.0
cross_attn_layers.2.temp_mlp.0.weight,interaction,768,-0.00011688284575939178,0.334501713514328,-0.5710394978523254,0.5765141844749451,-0.5663837715983391,0.5651438251137731,0.0,0.0
cross_attn_layers.2.temp_mlp.0.bias,interaction,256,-0.026214662939310074,0.3454906642436981,-0.5769832134246826,0.5659607648849487,-0.574685101211071,0.5634631767868995,0.0,0.0
cross_attn_layers.2.temp_mlp.2.weight,interaction,131072,-5.3437554015545174e-05,0.0360785573720932,-0.06249985098838806,0.06249748170375824,-0.06186405975371599,0.061903431974351414,2.288818359375e-05,0.0
cross_attn_layers.2.temp_mlp.2.bias,interaction,512,-0.001858005067333579,0.03453243151307106,-0.062453143298625946,0.062495335936546326,-0.06153840616345405,0.061324117220938196,0.0,0.0
readout.attn_pool.gate.0.weight,other,16384,0.00019470296683721244,0.03691169619560242,-0.08387266099452972,0.0821327343583107,-0.07051418364048004,0.0697113103047013,0.0,0.0
readout.attn_pool.gate.0.bias,other,64,-0.009389964863657951,0.0368613637983799,-0.06063173711299896,0.06392580270767212,-0.06020051635801792,0.0638654114305973,0.0,0.0
readout.attn_pool.gate.2.weight,other,64,0.035530056804418564,0.07364879548549652,-0.1210859939455986,0.1350611448287964,-0.11953385222703218,0.1345070105046034,0.0,0.0
readout.attn_pool.gate.2.bias,other,1,-0.0946308970451355,0.0,-0.0946308970451355,-0.0946308970451355,-0.0946308970451355,-0.0946308970451355,0.0,0.0
readout.set2set.lstm.weight_ih_l0,other,524288,-8.938346581999213e-05,0.036387503147125244,-0.07935922592878342,0.078197181224823,-0.06559332195669412,0.06561731599271298,1.1444091796875e-05,0.0
readout.set2set.lstm.weight_hh_l0,other,262144,9.260805381927639e-05,0.036333490163087845,-0.07684940844774246,0.0775671899318695,-0.06565470941364765,0.06571469947695732,1.9073486328125e-05,0.0
readout.set2set.lstm.bias_ih_l0,other,1024,-0.00023163825972005725,0.03668658435344696,-0.07132900506258011,0.06742221862077713,-0.06702174186706543,0.06495642401278018,0.0,0.0
readout.set2set.lstm.bias_hh_l0,other,1024,-0.0009225978283211589,0.03641858324408531,-0.06789783388376236,0.06830686330795288,-0.06589531496167184,0.06475092753767968,0.0,0.0
readout.disp_pool.gate.0.weight,other,4096,-0.0007010276312939823,0.05099232867360115,-0.10159540921449661,0.0990423783659935,-0.09315141681581736,0.09207488764077426,0.0,0.0
readout.disp_pool.gate.0.bias,other,32,-0.004452403634786606,0.05567258968949318,-0.09604722261428833,0.09798864275217056,-0.09437571067363024,0.09670063469558954,0.0,0.0
readout.disp_pool.gate.2.weight,other,32,0.007436721585690975,0.11591431498527527,-0.18061597645282745,0.18817785382270813,-0.17989236295223235,0.186808617785573,0.0,0.0
readout.disp_pool.gate.2.bias,other,1,0.155420184135437,0.0,0.155420184135437,0.155420184135437,0.155420184135437,0.155420184135437,0.0,0.0
readout.polar_pool.gate.0.weight,other,4096,0.0010292527731508017,0.051766764372587204,-0.10093452781438828,0.10343125462532043,-0.0921752655878663,0.09285327643156052,0.0,0.0
readout.polar_pool.gate.0.bias,other,32,0.00936192274093628,0.05211584270000458,-0.08249636739492416,0.08685676753520966,-0.08220978461205959,0.08619409147650003,0.0,0.0
readout.polar_pool.gate.2.weight,other,32,-0.0258171409368515,0.09838531911373138,-0.17574217915534973,0.14217723906040192,-0.17510169565677644,0.140833300948143,0.0,0.0
readout.polar_pool.gate.2.bias,other,1,0.06758184731006622,0.0,0.06758184731006622,0.06758184731006622,0.06758184731006622,0.06758184731006622,0.0,0.0
pair_repr.mlp.0.weight,other,4194304,3.43996816809522e-06,0.00901865679770708,-0.015624960884451866,0.015624981373548508,-0.01546849863603711,0.01546842317096889,6.413459777832031e-05,0.0
pair_repr.mlp.0.bias,other,1024,-0.00024114172265399247,0.0089107071980834,-0.015616174787282944,0.015605185180902481,-0.01532919648103416,0.015411391109228133,0.0,0.0
pair_repr.mlp.3.weight,other,524288,4.342085958342068e-06,0.018031146377325058,-0.031249981373548508,0.03124983236193657,-0.030938512086868285,0.030937979687005283,3.0517578125e-05,0.0
pair_repr.mlp.3.bias,other,512,-0.0008198504219762981,0.018057269975543022,-0.031194910407066345,0.03122350573539734,-0.0306173687428236,0.03101315701380372,0.0,0.0
timp_pair_repr_combined.mlp.0.weight,other,3145728,7.164667476899922e-05,0.01099951658397913,-0.03761494532227516,0.03477043658494949,-0.022248478829860686,0.02253279382362961,5.2769978841145836e-05,7.311503092447917e-06
timp_pair_repr_combined.mlp.0.bias,other,1024,-0.0002584222238510847,0.010489137843251228,-0.02490781806409359,0.021631456911563873,-0.021938098836690186,0.020951872169971464,0.0,0.0
timp_pair_repr_combined.mlp.3.weight,other,524288,0.0002002693945541978,0.0183720700442791,-0.043462954461574554,0.04502536356449127,-0.03396782131865621,0.03441947562620044,2.86102294921875e-05,0.0
timp_pair_repr_combined.mlp.3.bias,other,512,0.00019685225561261177,0.018509479239583015,-0.03761177510023117,0.03523288667201996,-0.03246255036443472,0.03313017165288329,0.0,0.0
timp_pair_repr_disp.mlp.0.weight,other,524288,-0.0005635785637423396,0.025746697559952736,-0.05500326305627823,0.05575839802622795,-0.04693946136161685,0.04614977926015854,2.6702880859375e-05,0.0
timp_pair_repr_disp.mlp.0.bias,other,1024,-0.00046478305011987686,0.025971155613660812,-0.050410930067300797,0.0473836213350296,-0.04905473390594125,0.045563474502414464,0.0,0.0
timp_pair_repr_disp.mlp.3.weight,other,524288,9.157266322290525e-05,0.01847943849861622,-0.044615279883146286,0.04395049437880516,-0.03507568152621388,0.03500373415648937,1.52587890625e-05,0.0
timp_pair_repr_disp.mlp.3.bias,other,512,-0.0020817392505705357,0.019729692488908768,-0.03832237794995308,0.03588389605283737,-0.037907744273543355,0.03117557035759091,0.0,0.0
timp_pair_repr_polar.mlp.0.weight,other,524288,-0.0003830732312053442,0.025800783187150955,-0.057807452976703644,0.05802902579307556,-0.04763561399653554,0.04672894222661853,2.86102294921875e-05,0.0
timp_pair_repr_polar.mlp.0.bias,other,1024,-0.0004948241403326392,0.025026995688676834,-0.051806192845106125,0.04852166399359703,-0.04767692748457193,0.04551090201362967,0.0,0.0
timp_pair_repr_polar.mlp.3.weight,other,524288,-0.0009351407643407583,0.018493760377168655,-0.04445838928222656,0.04419033229351044,-0.03629677517339587,0.03403944233432412,2.86102294921875e-05,0.0
timp_pair_repr_polar.mlp.3.bias,other,512,-0.0012561710318550467,0.01879112981259823,-0.037270210683345795,0.038448840379714966,-0.0370316893979907,0.03391940250992773,0.0,0.0
timp_pair_proj.weight,other,786432,-5.958846304565668e-05,0.015059328638017178,-0.03724457696080208,0.03723737597465515,-0.02848789408802986,0.02849003768526016,3.814697265625e-05,0.0
timp_pair_proj.bias,other,512,0.0005568769411183894,0.014589669182896614,-0.028882957994937897,0.02913767285645008,-0.02711045427247882,0.027634390350431196,0.0,0.0
timp_disp_probe.0.weight,other,16384,-0.0007900095079094172,0.05361176282167435,-0.11124643683433533,0.10999839752912521,-0.10432304169982672,0.10374942556023592,0.0,0.0
timp_disp_probe.0.bias,other,128,0.0028663668781518936,0.05666429176926613,-0.10091375559568405,0.10889095067977905,-0.09812084376811982,0.1083028395101428,0.0,0.0
timp_disp_probe.2.weight,other,128,-0.0049929190427064896,0.06748791038990021,-0.10968825221061707,0.10945065319538116,-0.10841789953410626,0.10566804811358449,0.0,0.0
timp_disp_probe.2.bias,other,1,0.0164045300334692,0.0,0.0164045300334692,0.0164045300334692,0.0164045300334692,0.0164045300334692,0.0,0.0
timp_polar_probe.0.weight,other,16384,0.00025058237952180207,0.05235422030091286,-0.11054986715316772,0.11516415327787399,-0.09993139896541833,0.09903328884392976,6.103515625e-05,0.0
timp_polar_probe.0.bias,other,128,0.005623592063784599,0.050936389714479446,-0.08754315227270126,0.10248883813619614,-0.08623216401785612,0.10183037050068378,0.0,0.0
timp_polar_probe.2.weight,other,256,0.002730267122387886,0.05869175121188164,-0.10077577829360962,0.10352443158626556,-0.09693483747541905,0.10060979332774878,0.0,0.0
timp_polar_probe.2.bias,other,2,0.045087121427059174,0.04932720959186554,-0.004240086302161217,0.09441433101892471,-0.0037468142062425614,0.09392105892300606,0.0,0.0
solvent_moe.res_scale,solvent_moe,1,-0.0005232087569311261,0.0,-0.0005232087569311261,-0.0005232087569311261,-0.0005232087569311261,-0.0005232087569311261,0.0,0.0
solvent_moe.type_embed.weight,solvent_moe,160,-0.04031120985746384,0.9161865711212158,-2.5467848777770996,2.5099599361419678,-2.16334800362587,2.3493243336677576,0.0,0.0
solvent_moe.gate.0.weight,solvent_moe,135168,-9.988203964894637e-05,0.025125376880168915,-0.04672401025891304,0.04816620796918869,-0.04333097463473678,0.04331563230603934,7.398200757575758e-06,0.0
solvent_moe.gate.0.bias,solvent_moe,256,0.0004650589544326067,0.024511562660336494,-0.04358748346567154,0.044130634516477585,-0.04318760382011533,0.043716694880276914,0.0,0.0
solvent_moe.gate.3.weight,solvent_moe,1536,-0.0010195609647780657,0.035589974373579025,-0.06410760432481766,0.062499064952135086,-0.06210071798413992,0.0615070682950318,0.0,0.0
solvent_moe.gate.3.bias,solvent_moe,6,0.008820860646665096,0.04358982294797897,-0.05939155071973801,0.057889848947525024,-0.05892591029405594,0.057516429480165235,0.0,0.0
solvent_moe.experts.0.0.weight,solvent_moe,262144,-3.09221213683486e-05,0.025576932355761528,-0.04607019200921059,0.046331025660037994,-0.04383277844637632,0.04382865972816944,1.1444091796875e-05,0.0
solvent_moe.experts.0.0.bias,solvent_moe,512,0.00046158244367688894,0.025332678109407425,-0.043862298130989075,0.04490133747458458,-0.043306021634489295,0.04346401194110513,0.0,0.0
solvent_moe.experts.0.3.weight,solvent_moe,262144,-2.5044848371180706e-05,0.02550968900322914,-0.046316854655742645,0.04586451128125191,-0.04381666168570519,0.04381407259032131,1.9073486328125e-05,0.0
solvent_moe.experts.0.3.bias,solvent_moe,512,6.980032776482403e-05,0.02552500180900097,-0.045316509902477264,0.0442679300904274,-0.04459405144676566,0.043701339997351166,0.0,0.0
solvent_moe.experts.1.0.weight,solvent_moe,262144,-5.3049225243739784e-05,0.025499437004327774,-0.045825354754924774,0.046402063220739365,-0.04377711610868573,0.04380232008174062,2.288818359375e-05,0.0
solvent_moe.experts.1.0.bias,solvent_moe,512,-0.00048785354010760784,0.025056039914488792,-0.04430960863828659,0.04367544502019882,-0.04391245156526566,0.04333854272961617,0.0,0.0
solvent_moe.experts.1.3.weight,solvent_moe,262144,-8.574746607337147e-05,0.025516029447317123,-0.04579373821616173,0.045899223536252975,-0.04377778440713882,0.043767182733863604,1.1444091796875e-05,0.0
solvent_moe.experts.1.3.bias,solvent_moe,512,0.0001243850274477154,0.02553607150912285,-0.04503931477665901,0.04377595707774162,-0.04411789460107684,0.04311963999643922,0.0,0.0
solvent_moe.experts.2.0.weight,solvent_moe,262144,3.411176294321194e-05,0.025488562881946564,-0.0462772399187088,0.04618639498949051,-0.043805196229368445,0.04380072480067611,3.0517578125e-05,0.0
solvent_moe.experts.2.0.bias,solvent_moe,512,-9.405985474586487e-05,0.025406204164028168,-0.04477282986044884,0.044187046587467194,-0.04333596110343933,0.04372595265507698,0.0,0.0
solvent_moe.experts.2.3.weight,solvent_moe,262144,8.807101403363049e-05,0.025493813678622246,-0.04592760279774666,0.04582848399877548,-0.043801111076027154,0.04380012046545744,1.52587890625e-05,0.0
solvent_moe.experts.2.3.bias,solvent_moe,512,0.0035846587270498276,0.025237640365958214,-0.04414976015686989,0.04484697803854942,-0.04327815836295486,0.04323555050417781,0.0,0.0
solvent_moe.experts.3.0.weight,solvent_moe,262144,5.2565548685379326e-05,0.025506330654025078,-0.048930469900369644,0.04702732712030411,-0.04410065865144133,0.04417099876329303,3.4332275390625e-05,0.0
solvent_moe.experts.3.0.bias,solvent_moe,512,0.0009798414539545774,0.02549516223371029,-0.04454396665096283,0.04436584934592247,-0.04375714069232345,0.04367369597777724,0.0,0.0
solvent_moe.experts.3.3.weight,solvent_moe,262144,6.03635999141261e-05,0.025520412251353264,-0.0464828759431839,0.046979375183582306,-0.0439610343426466,0.0439992430433631,3.4332275390625e-05,0.0
solvent_moe.experts.3.3.bias,solvent_moe,512,-7.068546256050467e-05,0.02538786642253399,-0.044032517820596695,0.04456194490194321,-0.04358352074399591,0.04387073531746864,0.0,0.0
solvent_moe.experts.4.0.weight,solvent_moe,262144,-4.621291736839339e-06,0.025501618161797523,-0.046350277960300446,0.04632020369172096,-0.043784193582832816,0.04381033033132553,3.4332275390625e-05,0.0
solvent_moe.experts.4.0.bias,solvent_moe,512,-0.000747684040106833,0.024904677644371986,-0.044585373252630234,0.04398491978645325,-0.043856383115053174,0.043228243626654145,0.0,0.0
solvent_moe.experts.4.3.weight,solvent_moe,262144,-4.47009842901025e-05,0.025504406541585922,-0.04578137397766113,0.04589160531759262,-0.04376025229692459,0.043759532999247314,1.9073486328125e-05,0.0
solvent_moe.experts.4.3.bias,solvent_moe,512,-0.0006282945396378636,0.02531314268708229,-0.04489964246749878,0.04472990706562996,-0.0437079045176506,0.04358689192682504,0.0,0.0
solvent_moe.experts.5.0.weight,solvent_moe,262144,8.116409298963845e-05,0.02551804855465889,-0.047443319112062454,0.046538982540369034,-0.04383193666115403,0.04382484586909414,7.62939453125e-06,0.0
solvent_moe.experts.5.0.bias,solvent_moe,512,-0.00042178452713415027,0.025464635342359543,-0.04472460225224495,0.0442550927400589,-0.044039252288639544,0.0438977450504899,0.0,0.0
solvent_moe.experts.5.3.weight,solvent_moe,262144,-2.6214025638182648e-05,0.025486169382929802,-0.04625929892063141,0.0462847575545311,-0.04383152773603797,0.04380762880668044,1.9073486328125e-05,0.0
solvent_moe.experts.5.3.bias,solvent_moe,512,0.0014978379476815462,0.025457900017499924,-0.04466332122683525,0.044880323112010956,-0.043591222520917655,0.04399464329704642,0.0,0.0
head_fusion.mlp.0.weight,crystal_head,262144,2.3141688870964572e-05,0.01881297305226326,-0.05324709042906761,0.05066685751080513,-0.03698148664087057,0.03712397467345,4.1961669921875e-05,0.0
head_fusion.mlp.0.bias,crystal_head,256,-0.000590649142395705,0.017992746084928513,-0.03716390207409859,0.03453686833381653,-0.03578249802812934,0.03327172705903649,0.0,0.0
head_fusion.mlp.2.weight,crystal_head,32768,0.00011038091906812042,0.03641701117157936,-0.07473765313625336,0.07517819851636887,-0.06615417305380106,0.06597931846976282,0.0,0.0
head_fusion.mlp.2.bias,crystal_head,128,-0.0017700677271932364,0.03543064370751381,-0.060322199016809464,0.06992826610803604,-0.06012831304222346,0.06643363475799557,0.0,0.0
head_fusion.mlp.4.weight,crystal_head,256,0.0001803163904696703,0.05309078469872475,-0.08730027079582214,0.09395236521959305,-0.08618860766291618,0.08875228501856326,0.0,0.0
head_fusion.mlp.4.bias,crystal_head,2,0.008204232901334763,0.04331224784255028,-0.035108014941215515,0.05151648074388504,-0.034674892462790013,0.05108335826545954,0.0,0.0
head_nrtl.backbone.0.weight,nrtl_head,263680,2.677481279533822e-05,0.025649530813097954,-0.05340910702943802,0.053312428295612335,-0.04631563887000084,0.046264268979430194,1.8962378640776697e-05,0.0
head_nrtl.backbone.0.bias,nrtl_head,512,0.0018927059136331081,0.025340495631098747,-0.04725344851613045,0.04724154621362686,-0.0442944678477943,0.04540858503431081,0.0,0.0
head_nrtl.backbone.3.weight,nrtl_head,131072,0.00035568405291996896,0.025813104584813118,-0.05681676045060158,0.05337017402052879,-0.046957120522856714,0.04721696129068736,0.0,0.0
head_nrtl.backbone.3.bias,nrtl_head,256,-0.00023823435185477138,0.02622367814183235,-0.04636397212743759,0.04762980714440346,-0.04425281276926398,0.04699929142370819,0.0,0.0
head_nrtl.backbone.6.weight,nrtl_head,32768,0.001102434704080224,0.03634129464626312,-0.07144708931446075,0.07102042436599731,-0.06508432872593403,0.06534768853336573,3.0517578125e-05,0.0
head_nrtl.backbone.6.bias,nrtl_head,128,0.0035666790790855885,0.03790562227368355,-0.06930229812860489,0.06303238123655319,-0.06361951729282737,0.06299922082573176,0.0,0.0
head_nrtl.output.weight,nrtl_head,640,-0.00012363448331598192,0.004510684870183468,-0.009182218462228775,0.010516337119042873,-0.008709786534309387,0.009642598582431609,0.0015625,0.0
head_nrtl.output.bias,nrtl_head,5,-0.08417728543281555,0.16263721883296967,-0.4094367027282715,-0.00046715413918718696,-0.4013544988632202,-0.0005053288140334189,0.0,0.0
head_hansen.mlp.0.weight,hansen_head,131072,-4.914493183605373e-05,0.01846897602081299,-0.04859909787774086,0.05349557474255562,-0.03509964557364583,0.035217372607439755,3.0517578125e-05,0.0
head_hansen.mlp.0.bias,hansen_head,128,-0.0021948618814349174,0.01691877283155918,-0.03492337092757225,0.0330691933631897,-0.03465856784954667,0.032329998649656765,0.0,0.0
head_hansen.mlp.2.weight,hansen_head,384,-0.002431180328130722,0.048915524035692215,-0.09316560626029968,0.08833315968513489,-0.09070096395909787,0.08703768383711576,0.0,0.0
head_hansen.mlp.2.bias,hansen_head,3,0.005039634183049202,0.020583894103765488,-0.02401689626276493,0.02109547331929207,-0.023596324026584625,0.021064921841025354,0.0,0.0
head_aux.mlp.0.weight,other,131072,0.00011973828804912046,0.018154175952076912,-0.04392963647842407,0.041347235441207886,-0.032539280410856006,0.032587516512721786,4.57763671875e-05,0.0
head_aux.mlp.0.bias,other,128,-0.0012607938842847943,0.01733638159930706,-0.03297107666730881,0.0307200625538826,-0.03258999925106764,0.030151247251778836,0.0,0.0
head_aux.mlp.2.weight,other,128,-0.001913344138301909,0.05435165762901306,-0.08435496687889099,0.08579381555318832,-0.08427429657429457,0.0853073950484395,0.0,0.0
head_aux.mlp.2.bias,other,1,-0.052537500858306885,0.0,-0.052537500858306885,-0.052537500858306885,-0.052537500858306885,-0.052537500858306885,0.0,0.0
correction.confidence_net.0.weight,correction,66688,-4.841086047235876e-05,0.025365177541971207,-0.04381002485752106,0.04380657151341438,-0.043384015560150146,0.04332937294617296,0.0,0.0
correction.confidence_net.0.bias,correction,128,0.0007769702933728695,0.026719242334365845,-0.04357289895415306,0.04369338974356651,-0.04299828803166747,0.04365990525111556,0.0,0.0
correction.confidence_net.3.weight,correction,8192,-0.0004977093194611371,0.050944216549396515,-0.08838526904582977,0.08838643878698349,-0.08780459128320217,0.08753194853663444,0.0,0.0
correction.confidence_net.3.bias,correction,64,0.00024930713698267937,0.055540405213832855,-0.0881209746003151,0.08621726930141449,-0.0880389516428113,0.08528776887804271,0.0,0.0
correction.confidence_net.5.weight,correction,64,-0.0029940421227365732,0.07182985544204712,-0.12168703973293304,0.12223656475543976,-0.11962721653282643,0.12127700246870518,0.0,0.0
correction.confidence_net.5.bias,correction,1,2.200000047683716,0.0,2.200000047683716,2.200000047683716,2.200000047683716,2.200000047683716,0.0,0.0
correction.param_delta_net.0.weight,correction,66688,0.00024115561973303556,0.025272376835346222,-0.043810028582811356,0.043808963149785995,-0.04333444945514202,0.043380467873066667,2.9990403071017273e-05,0.0
correction.param_delta_net.0.bias,correction,128,-0.004626166075468063,0.02361885830760002,-0.04143014922738075,0.04372100904583931,-0.04134713228791952,0.04100787334144113,0.0,0.0
correction.param_delta_net.3.weight,correction,8192,0.0002812614548020065,0.05051165074110031,-0.088352270424366,0.08838460594415665,-0.08757008794695138,0.087253657579422,0.0,0.0
correction.param_delta_net.3.bias,correction,64,0.0025989480782300234,0.053759120404720306,-0.08527039736509323,0.08618417382240295,-0.08495078500360251,0.08523499671369791,0.0,0.0
correction.param_delta_net.5.weight,correction,320,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
correction.param_delta_net.5.bias,correction,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
