pair_id,solute_smiles,solvent_smiles,solute_ud_key,solvent_ud_key,match_rule_solute,match_rule_solvent,T_K,m_ln_gamma_inf,g_2002_full,g_2002_res,g_2010_dsp_off_full,g_2010_dsp_off_res,method,source_doi,journal,in_corner_57
33,C=CC=O,O,HGINCPLSRVDWNT-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,308.15,3.109060958860994,2.219388400956999,2.850866648296722,2.681084981491113,3.3125632288308355,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
33,C=CC=O,O,HGINCPLSRVDWNT-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,310.15,3.1179499062782403,2.2221393209239397,2.8536175682636626,2.6878859941586586,3.319364241498381,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
33,C=CC=O,O,HGINCPLSRVDWNT-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,313.15,3.139832617527748,2.2260270306659535,2.8575052780056764,2.697602622350992,3.3290808696907144,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
33,C=CC=O,O,HGINCPLSRVDWNT-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,315.15,3.1570004211501135,2.228463701701088,2.859941949040811,2.7037664070252116,3.335244654364934,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
33,C=CC=O,O,HGINCPLSRVDWNT-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,318.15,3.1780538303479458,2.231892600644102,2.863370847983825,2.712556473944963,3.3440347212846855,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
33,C=CC=O,O,HGINCPLSRVDWNT-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,320.15,3.1822118404966093,2.2340315168625904,2.8655097642023133,2.718121398228488,3.3495996455682104,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
33,C=CC=O,O,HGINCPLSRVDWNT-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,323.15,3.1822118404966093,2.237025541254357,2.86850378859408,2.7260403426154545,3.357518589955177,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
33,C=CC=O,O,HGINCPLSRVDWNT-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,325.15,3.190476350346503,2.2388821440328908,2.8703603913726137,2.7310420160100675,3.36252026334979,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
33,C=CC=O,O,HGINCPLSRVDWNT-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,328.15,3.190476350346503,2.241463715197526,2.872941962537249,2.738141323152482,3.3696195704922043,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
33,C=CC=O,O,HGINCPLSRVDWNT-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,330.15,3.1986731175506815,2.243052476830594,2.874530724170317,2.742612836041839,3.3740910833815616,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
33,C=CC=O,O,HGINCPLSRVDWNT-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,333.15,3.194583132299156,2.245242620652675,2.876720867992398,2.7489403777310537,3.380418625070776,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
34,CCNCC,CO,HPNMFZURTQLUMO-UHFFFAOYSA-N,OKKJLVBELUTLKV-UHFFFAOYSA-N,exact,exact,298.15,-1.1086626245216111,-0.6088460536507325,-0.2719028149721617,0.4647856685825541,0.801728907261125,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
35,CCCCN,CO,HQABUPZFAYXKJW-UHFFFAOYSA-N,OKKJLVBELUTLKV-UHFFFAOYSA-N,exact,exact,298.15,-0.7765287894989963,-2.14648586910036,-1.8194627687763354,-0.6602357934937111,-0.33321269316968555,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
36,CCC(=O)C(C)C,O,HYTRYEXINDDXJK-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,278.15,5.594711379601839,5.276164005400499,7.005872754002977,6.63621982977471,8.365928578377183,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
36,CCC(=O)C(C)C,O,HYTRYEXINDDXJK-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,288.15,5.796057750765372,5.2635962787759,6.993305027378377,6.636957651077292,8.366666399679765,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
36,CCC(=O)C(C)C,O,HYTRYEXINDDXJK-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,298.15,5.968707559985366,5.246335535727816,6.976044284330293,6.627196929159867,8.35690567776234,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
36,CCC(=O)C(C)C,O,HYTRYEXINDDXJK-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,308.15,6.091309882077698,5.224976483838379,6.954685232440856,6.608603491990975,8.338312240593448,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
36,CCC(=O)C(C)C,O,HYTRYEXINDDXJK-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,318.15,6.1463292576688975,5.200028500776081,6.929737249378558,6.582555184554968,8.31226393315744,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
36,CCC(=O)C(C)C,O,HYTRYEXINDDXJK-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,328.15,6.19644412779452,5.171930055574519,6.901638804176996,6.550197286265574,8.279906034868047,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
37,CCCCCCC,CN=CO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,ATHHXGZTWNVVOU-UHFFFAOYSA-N,exact,exact,298.15,4.102643365036796,2.979512178769353,3.1963285713806933,3.062929626705875,3.2797460193172125,Chromatography,10.1016/j.tca.2015.11.010,Thermochim. Acta,False
38,CCCCCCC,c1ccncc1,IMNFDUFMRHMDMM-UHFFFAOYSA-N,JUJWROOIHBZHMG-UHFFFAOYSA-N,exact,exact,298.15,1.913977101952304,1.6010256876815037,1.7091120590444138,1.6731968281739513,1.7812831995368597,Chromatography,10.1016/j.fluid.2016.10.009,Fluid Phase Equilib.,True
39,CCCCCCC,OCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,303.15,7.090076835776092,4.863913121450018,5.083759214439047,5.3243366826235645,5.54418277561259,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
39,CCCCCCC,OCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,313.15,6.937314081223682,4.7835815373872155,5.003427630376244,5.225695634864356,5.4455417278533815,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
39,CCCCCCC,OCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,323.15,6.756932389247553,4.704861326393303,4.924707419382331,5.12968000032931,5.349526093318336,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
40,CCCCCCC,OCCOCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,MTHSVFCYNBDYFN-UHFFFAOYSA-N,exact,exact,304.15,5.159055299214529,3.413218795491201,3.4193128579351817,3.697834437716647,3.703928500160629,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
40,CCCCCCC,OCCOCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,MTHSVFCYNBDYFN-UHFFFAOYSA-N,exact,exact,313.15,5.017279836814924,3.359175095563233,3.3652691580072136,3.6312926755669306,3.637386738010912,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
40,CCCCCCC,OCCOCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,MTHSVFCYNBDYFN-UHFFFAOYSA-N,exact,exact,323.15,4.941642422609304,3.3003208395754573,3.306414902019438,3.5593549529895148,3.5654490154334963,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
41,CCCCCCC,CCCCCOC(C)=O,IMNFDUFMRHMDMM-UHFFFAOYSA-N,PGMYKACGEOXYJE-UHFFFAOYSA-N,exact,exact,298.15,0.6418538861723947,0.5782295152295185,0.5821384760636372,0.6185965695744464,0.6225055304085675,Chromatography,10.1016/j.jct.2018.05.003,J. Chem. Thermodyn.,False
42,CCCCCCC,OCCOCCOCCOCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,UWHCKJMYHZGTIT-UHFFFAOYSA-N,exact,exact,333.15,3.9159552639557513,2.063280633053879,2.1275772480096204,2.2207165101184403,2.2850131250741827,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
42,CCCCCCC,OCCOCCOCCOCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,UWHCKJMYHZGTIT-UHFFFAOYSA-N,exact,exact,353.15,3.627737823671571,1.980116345383606,2.0444129603393475,2.12053580493433,2.1848324198900726,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
42,CCCCCCC,OCCOCCOCCOCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,UWHCKJMYHZGTIT-UHFFFAOYSA-N,exact,exact,363.15,3.4703689038567855,1.9400266884840751,2.0043233034398167,2.072828503784005,2.1371251187397475,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
42,CCCCCCC,OCCOCCOCCOCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,UWHCKJMYHZGTIT-UHFFFAOYSA-N,exact,exact,373.1,3.3941660530403515,1.9011019591494704,1.965398574105212,2.0268805973325863,2.091177212288329,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
42,CCCCCCC,OCCOCCOCCOCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,UWHCKJMYHZGTIT-UHFFFAOYSA-N,exact,exact,383.15,3.2613719372707863,1.8627413852308,1.9270380001865415,1.9819565141678421,2.046253129123585,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
42,CCCCCCC,OCCOCCOCCOCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,UWHCKJMYHZGTIT-UHFFFAOYSA-N,exact,exact,393.15,3.13801711769094,1.8255015904580676,1.8897982054138092,1.9386789616980498,2.0029755766537924,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
42,CCCCCCC,OCCOCCOCCOCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,UWHCKJMYHZGTIT-UHFFFAOYSA-N,exact,exact,403.15,3.0355441580848805,1.7891652231471316,1.8534618381028731,1.8967600813109242,1.961056696266667,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
43,CCCCCCC,OCCOCCOCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,exact,exact,323.15,4.535343038017844,2.5981300408431807,2.6051629714466817,2.7898592680110217,2.7968921986145223,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
43,CCCCCCC,OCCOCCOCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,exact,exact,333.15,4.4155230626313635,2.54894487624624,2.555977806849741,2.73032741015057,2.7373603407540705,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
43,CCCCCCC,OCCOCCOCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,exact,exact,343.15,4.275487647112961,2.5008797742170943,2.5079127048205954,2.6726013235659556,2.679634254169456,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
43,CCCCCCC,OCCOCCOCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,exact,exact,353.15,4.138712263288851,2.4539266664153625,2.4609595970188636,2.6166623543482075,2.623695284951708,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
43,CCCCCCC,OCCOCCOCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,exact,exact,363.15,4.0135321139298075,2.408071344674786,2.415104275278287,2.562470608682323,2.5695035392858236,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
43,CCCCCCC,OCCOCCOCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,exact,exact,373.1,3.91576997675508,2.363516276248824,2.370549206852325,2.5102308724282905,2.517263803031791,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
43,CCCCCCC,OCCOCCOCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,exact,exact,383.15,3.7912194124782577,2.3195756975621284,2.3266086281656295,2.4591061654411455,2.466139096044646,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
43,CCCCCCC,OCCOCCOCCO,IMNFDUFMRHMDMM-UHFFFAOYSA-N,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,exact,exact,393.15,3.704959474825575,2.276888940314278,2.283921870917779,2.409805410947045,2.4168383415505454,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
44,Cc1cccnc1,CO,ITQTTZVARXURQS-UHFFFAOYSA-N,OKKJLVBELUTLKV-UHFFFAOYSA-N,exact,exact,298.15,-0.1984509387238383,-0.3415410010497299,-0.008532572841035202,0.7068479464162449,1.0398563746249396,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
45,Cc1cccnc1,c1ccccc1,ITQTTZVARXURQS-UHFFFAOYSA-N,UHOVQNZJYSORNB-UHFFFAOYSA-N,exact,exact,298.15,-0.0408219945202551,-0.014422704594057494,-0.0074733761665329735,-0.016696751396485757,-0.009747422968961564,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
46,Cc1cccc(C)c1,CN=CO,IVSZLXZYQVIEFR-UHFFFAOYSA-N,ATHHXGZTWNVVOU-UHFFFAOYSA-N,exact,exact,298.15,2.379546134130174,1.595876279638776,1.715331997344126,1.506008805559054,1.6254645232644016,Chromatography,10.1016/j.tca.2015.11.010,Thermochim. Acta,False
47,Cc1cccc(C)c1,c1ccncc1,IVSZLXZYQVIEFR-UHFFFAOYSA-N,JUJWROOIHBZHMG-UHFFFAOYSA-N,exact,exact,298.15,0.4317824164255378,0.3741574151512532,0.42982261562909824,0.3838083817216542,0.43947358219949817,Chromatography,10.1016/j.fluid.2016.10.009,Fluid Phase Equilib.,True
48,Cc1cccc(C)c1,CCCCCOC(C)=O,IVSZLXZYQVIEFR-UHFFFAOYSA-N,PGMYKACGEOXYJE-UHFFFAOYSA-N,exact,exact,298.15,-0.1053605156578262,-0.04068654344430668,-0.026417278561347624,-0.04635396376334198,-0.03208469888038389,Chromatography,10.1016/j.jct.2018.05.003,J. Chem. Thermodyn.,False
49,C=CCCCCCCC,OCCO,JRZJOMJEPLMPRA-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,303.15,7.383989457978509,4.957987038005516,5.366437948486578,5.508155802777139,5.916606713258198,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
49,C=CCCCCCCC,OCCO,JRZJOMJEPLMPRA-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,313.15,7.170119543449628,4.884159639841219,5.29261055032228,5.421934434102001,5.8303853445830605,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
49,C=CCCCCCCC,OCCO,JRZJOMJEPLMPRA-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,323.15,7.064759027791802,4.811211488354956,5.219662398836017,5.336795689593428,5.745246600074488,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
50,C=CCCCCCCC,OCCOCCO,JRZJOMJEPLMPRA-UHFFFAOYSA-N,MTHSVFCYNBDYFN-UHFFFAOYSA-N,exact,exact,304.15,5.236441962829949,3.4268315803470304,3.4820077246974037,3.760154732004037,3.815330876354411,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
50,C=CCCCCCCC,OCCOCCO,JRZJOMJEPLMPRA-UHFFFAOYSA-N,MTHSVFCYNBDYFN-UHFFFAOYSA-N,exact,exact,313.15,5.159055299214529,3.379850765287058,3.4350269096374313,3.706031890102748,3.761208034453122,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
50,C=CCCCCCCC,OCCOCCO,JRZJOMJEPLMPRA-UHFFFAOYSA-N,MTHSVFCYNBDYFN-UHFFFAOYSA-N,exact,exact,323.15,5.0689042022202315,3.328194612263166,3.383370756613539,3.6465254551244857,3.70170159947486,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
51,c1ccncc1,CO,JUJWROOIHBZHMG-UHFFFAOYSA-N,OKKJLVBELUTLKV-UHFFFAOYSA-N,exact,exact,298.15,0.1823215567939546,-0.2668682256141357,-0.07110824306033815,0.651188666079887,0.8469486486336855,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
52,CC(C)O,CCCCCOC(C)=O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,PGMYKACGEOXYJE-UHFFFAOYSA-N,exact,exact,298.15,1.0508216248317612,0.9095574521499945,1.0690638237160741,1.3847518644402905,1.5442582360063695,Chromatography,10.1016/j.jct.2018.05.003,J. Chem. Thermodyn.,False
53,CC(Cl)CCl,c1ccncc1,KNKRKFALVUDBJE-GSVOUGTGSA-N,JUJWROOIHBZHMG-UHFFFAOYSA-N,first_block,exact,298.15,-0.0725706928348353,-0.051362688119429685,-0.05274775735271949,-0.046454749659435135,-0.0478398188927249,Chromatography,10.1016/j.fluid.2016.10.009,Fluid Phase Equilib.,True
54,CC(Cl)CCl,CCCCCOC(C)=O,KNKRKFALVUDBJE-GSVOUGTGSA-N,PGMYKACGEOXYJE-UHFFFAOYSA-N,first_block,exact,298.15,-0.4942963218147801,-0.20435357795840126,-0.1500623726562843,-0.19914945204509107,-0.14485824674297498,Chromatography,10.1016/j.jct.2018.05.003,J. Chem. Thermodyn.,False
55,C=CCCCCCC,OCCO,KWKAKUADMBZCLK-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,303.15,6.8690144506657065,4.48691618073309,4.785964921401132,4.983982264873125,5.283031005541166,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
55,C=CCCCCCC,OCCO,KWKAKUADMBZCLK-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,313.15,6.70808408385307,4.4222424301648005,4.721291170832843,4.909037675269847,5.2080864159378875,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
55,C=CCCCCCC,OCCO,KWKAKUADMBZCLK-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,323.15,6.601230118728877,4.358272075317159,4.6573208159852015,4.834892770035548,5.133941510703588,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
56,C=CCCCCCC,OCCOCCO,KWKAKUADMBZCLK-UHFFFAOYSA-N,MTHSVFCYNBDYFN-UHFFFAOYSA-N,exact,exact,304.15,4.836281906951478,3.0680822029555337,3.0917164327736497,3.3681995550679757,3.39183378488609,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
56,C=CCCCCCC,OCCOCCO,KWKAKUADMBZCLK-UHFFFAOYSA-N,MTHSVFCYNBDYFN-UHFFFAOYSA-N,exact,exact,313.15,4.7535901911063645,3.027233769214854,3.05086799903297,3.321661495249316,3.3452957250674302,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
56,C=CCCCCCC,OCCOCCO,KWKAKUADMBZCLK-UHFFFAOYSA-N,MTHSVFCYNBDYFN-UHFFFAOYSA-N,exact,exact,323.15,4.68213122712422,2.982263386265272,3.005897616083388,3.2703710181926935,3.2940052480108077,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
57,CCO,CCCCCOC(C)=O,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,PGMYKACGEOXYJE-UHFFFAOYSA-N,exact,exact,298.15,1.0885619528146082,0.9255244218770451,1.1856350948391619,1.4275077195027128,1.6876183924648298,Chromatography,10.1016/j.jct.2018.05.003,J. Chem. Thermodyn.,False
58,CCO,O,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,323.15,1.6428726885203375,1.7254699069000645,2.19360696382316,1.9710581948497818,2.439195251772878,unreported,10.1016/j.fluid.2016.08.030,Fluid Phase Equilib.,False
58,CCO,O,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,333.15,1.5623463049002495,1.7200480720357796,2.188185128958875,1.971719800302644,2.43985685722574,unreported,10.1016/j.fluid.2016.08.030,Fluid Phase Equilib.,False
58,CCO,O,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,343.15,1.4747630091074988,1.7135045567683467,2.181641613691442,1.9697891145151796,2.4379261714382756,unreported,10.1016/j.fluid.2016.08.030,Fluid Phase Equilib.,False
58,CCO,O,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,353.15,1.4134230285081433,1.7059663680241706,2.174103424947266,1.965619129196051,2.433756186119147,unreported,10.1016/j.fluid.2016.08.030,Fluid Phase Equilib.,False
59,CCO,ClCCl,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,YMWUJEATGCHHMB-UHFFFAOYSA-N,exact,exact,293.15,2.25758772706331,0.5342235736878722,0.5380156276088698,2.7005358219156617,2.7043278758366576,unreported,10.1016/j.fluid.2015.11.037,Fluid Phase Equilib.,False
59,CCO,ClCCl,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,YMWUJEATGCHHMB-UHFFFAOYSA-N,exact,exact,303.15,2.0769384114617173,0.5386776775822653,0.5424697315032628,2.604252599146223,2.608044653067219,unreported,10.1016/j.fluid.2015.11.037,Fluid Phase Equilib.,False
59,CCO,ClCCl,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,YMWUJEATGCHHMB-UHFFFAOYSA-N,exact,exact,311.15,1.958685340544036,0.5408522628527629,0.5446443167737605,2.529714617587451,2.533506671508447,unreported,10.1016/j.fluid.2015.11.037,Fluid Phase Equilib.,False
60,C=CCCCC,OCCO,LIKMAJRDDDTEIG-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,303.15,5.799092654460526,3.528931892223347,3.6471195807059735,3.921761963845629,4.039949652328256,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
60,C=CCCCC,OCCO,LIKMAJRDDDTEIG-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,313.15,5.697093486505405,3.4818266675900187,3.6000143560726454,3.8683214381865203,3.9865091266691475,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
60,C=CCCCC,OCCO,LIKMAJRDDDTEIG-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,323.15,5.605802066295998,3.4351178040460644,3.553305492528691,3.8152027843104808,3.933390472793108,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
61,C=CCCCC,OCCOCCO,LIKMAJRDDDTEIG-UHFFFAOYSA-N,MTHSVFCYNBDYFN-UHFFFAOYSA-N,exact,exact,304.15,4.030694535145645,2.3317012741469707,2.3288761813237997,2.5669525152272903,2.5641274224041184,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
61,C=CCCCC,OCCOCCO,LIKMAJRDDDTEIG-UHFFFAOYSA-N,MTHSVFCYNBDYFN-UHFFFAOYSA-N,exact,exact,313.15,3.958906591326997,2.3025219065547127,2.2996968137315412,2.5347337955680658,2.531908702744894,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
61,C=CCCCC,OCCOCCO,LIKMAJRDDDTEIG-UHFFFAOYSA-N,MTHSVFCYNBDYFN-UHFFFAOYSA-N,exact,exact,323.15,3.9160150266976834,2.2703009249285353,2.267475832105364,2.499008578092447,2.4961834852692752,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
62,C=CCCCC,CCCCCOC(C)=O,LIKMAJRDDDTEIG-UHFFFAOYSA-N,PGMYKACGEOXYJE-UHFFFAOYSA-N,exact,exact,298.15,0.1988508587451651,0.12829633354896586,0.1561025125366047,0.13532552759454153,0.16313170658217982,Chromatography,10.1016/j.jct.2018.05.003,J. Chem. Thermodyn.,False
63,CCCCO,O,LRHPLDYGYMQRHN-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,303.15,3.951243718581427,3.6963241774045126,4.887417169608017,4.408167721606745,5.599260713810243,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
63,CCCCO,O,LRHPLDYGYMQRHN-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,308.15,4.04305126783455,3.676099841040276,4.86719283324378,4.384948412709352,5.57604140491285,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
63,CCCCO,O,LRHPLDYGYMQRHN-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,313.15,4.060443010546419,3.6557907395311067,4.846883731734611,4.361304868711077,5.552397860914575,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
63,CCCCO,O,LRHPLDYGYMQRHN-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,318.15,4.1588830833596715,3.635410647614893,4.826503639818397,4.3372905953002885,5.528383587503787,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
63,CCCCO,O,LRHPLDYGYMQRHN-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,323.15,4.23410650459726,3.614972051881558,4.806065044085062,4.312953786318248,5.504046778521746,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
63,CCCCO,O,LRHPLDYGYMQRHN-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,328.15,4.276666119016055,3.5944862844280654,4.7855792766315695,4.288337876071473,5.479430868274972,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
